rank	openalex_id	year	doi	title	venue	type	abstract
11	W2980197040	2020	https://doi.org/10.1080/02331934.2020.1812604	A class of optimization problems motivated by rank estimators in robust regression	Optimization	article	A rank estimator in robust regression is a minimizer of a function which depends (in addition to other factors) on the ordering of residuals but not on their values. Here we focus on the optimization aspects of rank estimators. We distinguish two classes of functions: a class with a continuous and convex objective function (CCC), which covers the class of rank estimators known from statistics, and also another class (GEN), which is far more general. We propose efficient algorithms for both classes. For GEN we propose an enumerative algorithm that works in polynomial time as long as the number of regressors is O(1). The proposed algorithm utilizes the special structure of arrangements of hyperplanes that occur in our problem and is superior to other known algorithms in this area. For the continuous and convex case, we propose an unconditionally polynomial algorithm finding the exact minimizer, unlike the heuristic or approximate methods implemented in statistical packages.
12	W4304974803	2022	https://doi.org/10.1137/21m1391237	Multivariate Estimator for Linear Dynamical Systems with Additive Laplace Measurement and Process Noises	SIAM Journal on Control and Optimization	article	Since uncertainties in many physical systems have impulsive properties poorly modeled by Gaussian distributions, heavier-tailed distributions, such as Laplace, may be used to improve model characteristics. From insights obtained through development of the scalar Laplace estimator, an algorithm is determined for the vector-state case. For a discrete-time vector linear system with scalar additive Laplace-distributed process and measurement noises, the a priori and a posteriori conditional probability density functions (pdfs) of the system states given the measurement history are propagated recursively and in closed form. The conditional pdfs are composed of signs and absolute values of affine functions, and a basis composed of signs of affine functions is constructed to simplify their representation. The a posteriori conditional mean and variance are derived analytically from the conditional pdf using characteristic functions. Generalization to independent vector measurement and process noises is straightforward. From the general method for deriving Laplace estimators in $n$-dimensions, a two-dimensional minimum variance estimator is explicitly developed, and a simulation is presented.
13	W2900067413	2019	https://doi.org/10.1920/wp.cem.2018.6518	Nonparametric maximum likelihood methods for binary response models with random coefficients		report	Single index linear models for binary response with random coefficients have been extensively employed in many settings under various parametric specifications of the distribution of the random coefficients. Nonparametric maximum likelihood estimation (NPMLE) as proposed by Kiefer and Wolfowitz (1956) in contrast, has received less attention in applied work due primarily to computational difficulties. We propose a new approach to computation of NPMLEs for binary response models that significantly increase their computational tractability thereby facilitating greater flexibility in applications. Our approach, which relies on recent developments involving the geometry of hyperplane arrangements by Rada and Ä ernÃ½ (2018), is contrasted with the recently proposed deconvolution method of Gautier and Kitamura (2013).
14	W2920721517	2020	https://doi.org/10.1920/wp.cem.2020.2220	Finite Sample Inference for the Maximum Score Estimand		report	We provide a finite sample inference method for the structural parameters of a semiparametric binary response model under a conditional median restriction originally studied by Manski (1975, 1985). Our inference method is valid for any sample size and irrespective of whether the structural parameters are point identified or partially identified, for example due to the lack of a continuously distributed covariate with large support. Our inference approach exploits distributional properties of observable outcomes conditional on the observed sequence of exogenous variables. Moment inequalities conditional on this size n sequence of exogenous covariates are constructed, and the test statistic is a monotone function of violations of sample moment inequalities. The critical value used for inference is provided by the appropriate quantile of a known function of n independent Rademacher random variables. Simulation studies compare the performance of the test to two alternative tests using an infeasible likelihood ratio statistic and Horowitz's (1992) smoothed maximum score estimator.
15	W4295168337	2022	https://doi.org/10.2139/ssrn.4188109	Counterfactual Identification and Latent Space Enumeration in Discrete Outcome Models	SSRN Electronic Journal	preprint	
16	W2860303326	2018	https://doi.org/10.1063/1.5044127	Data envelopment analysis: Ranking units using data depth measures	AIP conference proceedings	conference-paper	Data envelopment analysis is a method used for the computation of efficiency of a production unit in regards to the set of production units. The results of the DEA models divide the set into two groups, efficient and inefficient units. In this paper, we discuss two different approaches which combine data envelopment analysis and data depth theory to rank production units. We focus on convex hull peeling and half-space depth (often called Tukey’s depth), which were modified in order to provide the DEA ranking.
17	W3049116418	2018	https://doi.org/10.1920/wp.cem.2018.65	Nonparametric maximum likelihood methods for binary response models with random coefficients		report	Single index linear models for binary response with random coefficients have been extensively employed in many econometric settings under various parametric specifications of the distribution of the random coefficients. Nonparametric maximum likelihood estimation (NPMLE) as proposed by Cosslett (1983) and Ichimura and Thompson (1998), in contrast, has received less attention in applied work due primarily to computational difficulties. We propose a new approach to computation of NPMLEs for binary response models that significantly increase their computational tractability thereby facilitating greater flexibility in applications. Our approach, which relies on recent developments involving the geometry of hyperplane arrangements, is contrasted with the recently proposed deconvolution method of Gautier and Kitamura (2013). An application to modal choice for the journey to work in the Washington DC area illustrates the methods.
18	W4395049243	2024	https://doi.org/10.1007/s10107-024-02079-y	A normal fan projection algorithm for low-rank optimization	Mathematical Programming	article	
19	W4413078036	2025	https://doi.org/10.1093/restud/rdaf058	Counterfactual Identification and Latent Space Enumeration in Discrete Outcome Models	The Review of Economic Studies	article	Abstract This article provides a unified framework for studying the identification of counterfactual parameters in a general class of discrete outcome models, allowing for endogenous regressors and multidimensional latent variables, all without parametric distributional assumptions. Our main theoretical result is that, when the covariates are discrete, the infinite-dimensional latent variable distribution can be replaced with a finite-dimensional version that is equivalent from an identification perspective. The finite-dimensional latent variable distribution is constructed in practice by enumerating regions of the latent variable space with a new and efficient cell enumeration algorithm for hyperplane arrangements. We then show that bounds on a certain class of counterfactual parameters can be computed by solving a sequence of linear programming problems, and show how the researcher can introduce additional assumptions as constraints in the linear programmes. Finally, we apply the method to a mobile phone choice example with heterogeneous choice sets, and to an airline entry game example.
20	W4413939888	2025	https://doi.org/10.2514/1.g008832	Fast and Robust Multivariate Estimator Based on Heavy-Tailed Cauchy Uncertainties	Journal of Guidance Control and Dynamics	article	The multivariate Cauchy estimator (MCE) is an analytic and recursive state estimation algorithm derived using Bayes’s rule and applied to discrete-time dynamic systems. Unlike the Kalman filter, the MCE models its additive measurement and process noises as Cauchy distributed rather than Gaussian. Due to its complexity, the initially introduced MCE was limited to small-dimensional problems running for short time horizons. In this paper, we propose several enhancements to the MCE algorithm, which, when used collectively, yield a fast and robust multivariate estimation algorithm for linear and nonlinear dynamic systems of a moderate state-space dimension. These contributions allow, for the first time, the MCE to be tested in linear and nonlinear estimation applications. We demonstrate its advantages compared to the Extended Kalman Filter/unscented Kalman filter.
21	W7128786666	2026	https://doi.org/10.1137/25m1744563	Overconstrained and Underconstrained Systems of Absolute Value Equations	SIAM Journal on Matrix Analysis and Applications	article	
