rank	openalex_id	year	doi	title	venue	type	abstract
11	W4413839895	2025	https://doi.org/10.1007/978-3-032-02867-9_9	FoldA: Computing Partial-Order Alignments Using Directed Net Unfoldings	Lecture notes in computer science	conference-paper	
12	W1566784674	2011	https://doi.org/10.1007/978-3-642-20674-0_3	Program Model Checking via Action Planning	Lecture notes in computer science	conference-paper	
13	W2018070528	2014	https://doi.org/10.1080/02331934.2013.865735	Effective optimization with weighted automata on decomposable trees	Optimization	article	In this paper, we consider quantitative optimization problems on decomposable discrete systems. We restrict ourselves to labeled trees as the description of the systems and we use weighted automata on them as our computational model. We introduce a new kind of labeled decomposable trees, sum-like weighted labeled trees, and propose a method, which allows us to reduce the solution of an optimization problem, defined in a fragment of Weighted Monadic Second Order Logic, on such a tree to the solution of effectively derived problems, defined in the same logic, on its components with some additional post-processing. The approach originates from a method, proposed first by Feferman and Vaught in 1959, which we adapt and generalize. We adapt the method to the case of (fragments of) Weighted Monadic Second Order Logic and generalize it to the case of sum-like labeled trees rather than disjoint union and product. The main result of the paper may be applied in the wide range of optimization problems, such as critical path analysis or project planning, network optimization, generalized assignment problem, routing and scheduling as well as in the modern document languages like XML, image processing and compression, probabilistic systems or speech-to-text processing.
14	W1808486655	2015	https://doi.org/10.1007/s13218-015-0409-5	Search Challenges in Natural Language Generation with Complex Optimization Objectives	K&uuml;nstliche Intell.	article	
15	W1512067769	2010	https://doi.org/10.1007/978-3-642-15928-2_7	On the Computation of McMillan’s Prefix for Contextual Nets and Graph Grammars	Lecture notes in computer science	conference-paper	
16	W1974330200	2013	https://doi.org/10.1109/acsd.2013.16	Factored Planning: From Automata to Petri Nets		conference-paper	Factored planning mitigates the state space explosion problem by avoiding the construction of the state space of the whole system and instead working with the system's components. Traditionally, finite automata have been used to represent the components, with the overall system being represented as their product. In this paper we change the representation of components to safe Petri nets. This allows one to use cheap structural operations like transition contractions to reduce the size of the Petri net, before its state space is generated, which often leads to substantial savings compared with automata. The proposed approach has been implemented and proven efficient on several factored planning benchmarks.
17	W2084852987	2015	https://doi.org/10.1145/2656215	Factored Planning	ACM Transactions on Embedded Computing Systems	article	Factored planning mitigates the state explosion problem by avoiding the construction of the state space of the whole system and instead working with the system's components. Traditionally, finite automata have been used to represent the components, with the overall system being represented as their product. In this article, we change the representation of components to safe Petri nets. This allows one to use cheap structural operations like transition contractions to reduce the size of the Petri net before its state space is generated, which often leads to substantial savings compared with automata. The proposed approach has been implemented and proved efficient on several factored planning benchmarks. This article is an extended version of our ACSD 2013 paper [Jezequel et al. 2013], with the addition of the proofs and the experimental results of Sections 6 and 7.
18	W2910798028	2018	https://doi.org/10.1109/smc.2018.00045	A Heuristic Method of Detecting Data Inconsistency Based on Petri Nets		conference-paper	Petri nets are used to detect the errors of data inconsistency in concurrent systems. The detection methods usually apply a breadth-first or depth-first search to the reachability graphs of Petri nets. However, they spend too much space and time due to the blind search strategy. In this paper, we propose a heuristic method that can save lots of space and time. First we define structural data inconsistency of Petri nets which is more likely to cause the errors of data inconsistency. Then, in order to detect the errors as fast as possible, a heuristic function is proposed to guide the construction of a reachability graph. Furthermore, we propose a detection algorithm and develop a tool. Our experiments illustrate the advantage and effectiveness of our method.
19	W2964538189	2021	https://doi.org/10.1609/icaps.v29i1.3473	On the Relation between Star-Topology Decoupling and Petri Net Unfolding	Proceedings of the International Conference on Automated Planning and Scheduling	conference-paper	Petri net unfolding expands concurrent sub-threads of a transition system separately. In AI Planning, star-topology decoupling (STD) finds a partitioning of state variables into components whose dependencies take a star shape, and expands leafcomponent state spaces separately. Thus both techniques rely on the separate expansion of state-space composites. How do they relate? We show that, provided compatible search orderings, STD state space size dominates that of unfolding if every component contains a single state variable, and unfolding dominates STD in the absence of prevail conditions (nondeleted action preconditions). In all other cases, exponential state space size advantages are possible on either side. Thus the sources of exponential advantages of STD are exactly a) state space size in the presence of prevail conditions (our results), and b) decidability of reachability in time linear in state space size vs. NP-hard for unfolding (known results).
20	W2965727331	2021	https://doi.org/10.1609/icaps.v29i1.3507	On Computational Complexity of Automorphism Groups in Classical Planning	Proceedings of the International Conference on Automated Planning and Scheduling	conference-paper	Symmetry-based pruning is a family of powerful methods for reducing search effort in planning as heuristic search. Applying these methods requires first establishing an automorphism group that is then used for pruning within the search process. Despite the growing popularity of state-space symmetries in planning techniques, the computational complexity of finding the automorphism group of a compactly represented planning task has not been formally established. In a series of reductions, we show that computing the automorphism group of a grounded planning task is GI-hard. Furthermore, we discuss the presentations of these symmetry groups and list some of their drawbacks.
21	W4411121911	2025	https://doi.org/10.1007/978-3-031-94634-9_20	Computing Alignments for Partially-Ordered Traces Through Petri Net Unfoldings	Lecture notes in computer science	conference-paper	
22	W1802501067	2009	https://doi.org/10.1609/icaps.v19i1.13343	Optimality Properties of Planning Via Petri Net Unfolding: A Formal Analysis	Proceedings of the International Conference on Automated Planning and Scheduling	conference-paper	We provide a theoretical analysis of planning via Petri net unfolding, a novel technique for synthesising parallel plans. Parallel plans are generally valued for their execution ﬂexi- bility, which manifests as alternative choices for the order- ing of operators and potentially faster plan executions. Being a relatively new approach, the ﬂexibility properties of plans synthesised via unfolding, and even the concurrency seman- tics supported by this technique, are particularly unclear and only understood at an informal level. In this paper, we ﬁrst formally characterise the concurrency semantics of planning via unfolding as a further restriction on the standard notion of independence. More importantly, we then prove that plans obtained using this approach are optimal deorderings and op- timal reorderings in terms of the number of ordering con- straints on operators and plan execution time, respectively. These results provide objective guarantees on the quality of plans obtained by the unfolding technique.
23	W1968985343	2010	https://doi.org/10.1145/1967486.1967495	A sampling-based approach to identify QoS for web service orchestrations		conference-paper	QoS parameters are used to describe services in terms of their behavior and can be used to rank services according to non-functional criteria. To provide an accurate characterization of the quality of a service, we propose a sampling-based technique. The proposed technique uses Adaptive and Sequential Sampling strategies to estimate the QoS parameters that satisfy the required confidence levels while the size of the sample remains small. QoS estimates are used by a hybrid composer, named PT-SAM, to identify the service compositions that satisfy a functional condition and best meet non-functional criteria of a user query. PT-SAM adapts a Petri-Net unfolding algorithm to find a desired marking from an initial state by using a utility function defined on QoS estimates and functional properties of the available services. PT-SAM uses a QoS-based utility function to guide the search into portions of good quality service compositions; thus, PT-SAM is able to scale up to large-scale search spaces of services. We report on the quality of the sampling techniques and the performance of the composer. First, we show correlation between the estimates and the real values of the QoS parameters; then, we report on the benefits of using these estimates to traverse large search spaces of service compositions (e.g., in the range of 1,000 to 100,000 services). Our experiments show that the quality of the compositions identified by our algorithm is close to the optimal solution produced by the exhaustive algorithm.
24	W1978991128	2011	https://doi.org/10.3182/20110828-6-it-1002.03512	Networks of automata with read arcs: a tool for distributed planning	IFAC Proceedings Volumes	conference-paper	
25	W1062122876	2015	https://doi.org/10.3233/fi-2015-1239	Factored Cost-Optimal Planning Using Message Passing Algorithms	Fundamenta Informaticae	article	This paper proposes an approach to solve cost-optimal factored planning problems. Planning consists in organizing actions in order to reach some predefined goal. In factored planning one considers several interacting planning problems and has to design an action plan for each of them. But one must also guarantee that all these local plans are compatible: actions shared among several problems must be jointly performed or jointly rejected. We enrich the problem with the extra requirement that the global plan computed in this modular manner must also minimize the sum of all action costs. A solution is provided to this problem, based on classical message passing algorithms, known as belief propagation in the setting of Bayesian networks. Here, messages carry complex information under the form of weighted (or (min; +)) automata, and all computations are performed with these objects. At the time our first paper on this topic was published, this method was the only one to solve cost-optimal factored planning problems in a modular way. Since then, new approaches were proposed. Experiments on classical benchmarks show that it is a valuable alternative to existing methods.
26	W2497720798	2016	https://doi.org/10.1134/s0361768816040071	“Truly concurrent” and nondeterministic semantics of discrete-time Petri nets	Programming and Computer Software	article	In the paper, a “truly concurrent” and nondeterministic semantics is defined in terms of branching processes of discrete-time Petri nets (DTPNs). These nets may involve infinite numbers of transitions and places, infinite number of tokens in places, and (maximal) steps of concurrent transitions, which allows us to consider this class of DTPNs to be the most powerful class of Petri nets. It is proved that the unfolding (maximal branching process) of the DTPN is the greatest element of a complete lattice constructed on branching processes of DTPNs with step semantics. Moreover, it is shown that this result is true also in the case of maximal transition steps if additional restrictions are imposed on the structure and behavior of the DTPN.
27	W4324119344	2022	https://doi.org/10.1109/cac57257.2022.10055441	Safety Analysis of Train-Ground Communication Failure Based on Unfolding of Petri Nets		conference-paper	With the continuous development of train control technology, the research of the next generation train control (NGTC) becomes increasingly important. The NGTC system is complex and safety-critical, so the safety of the system is essential. This paper focuses on the train-ground communication failure of the NGTC system and proposes a new method based on the unfolding of Petri nets and path searching. By unfolding the complex Petri net and directly finding the path that leads to the occurrence of the hazardous state. The cause of the hazard due to train-ground communication failure can be found successfully.
28	W4383755546	2023	https://doi.org/10.1007/978-3-031-35748-0_35	A Modular Framework for Modelling and Verification of Activities in Ambient Intelligent Systems	Lecture notes in computer science	conference-paper	
29	W2407364065	2011	https://doi.org/10.1609/icaps.v21i1.13480	Abstraction Heuristics Extended with Counting Abstractions	Proceedings of the International Conference on Automated Planning and Scheduling	conference-abstract	State-of-the-art abstraction heuristics are those constructed by the merge-and-shrink approach in which an abstraction consists of a labeled transition system, and the composition of abstractions correspond to the synchronized product of transition systems. Merge-and-shrink heuristics build a composite abstraction from atomic abstractions that are directly associated with the variables of the planning problem. In this paper, we show that the framework of labeled transition systems is more general, and propose a new type of abstraction called the counting abstraction. Counting abstractions can be transparently combined with other type of abstractions to get more informative heuristics. We show how to effectively construct the counting abstractions and presents preliminary experiments over benchmark problems.
30	W2951470301	2016	https://doi.org/10.48550/arxiv.1611.01296	Goal-Driven Unfolding of Petri Nets	arXiv (Cornell University)	preprint	Unfoldings provide an efficient way to avoid the state-space explosion due to interleavings of concurrent transitions when exploring the runs of a Petri net. The theory of adequate orders allows one to define finite prefixes of unfoldings which contain all the reachable markings. In this paper we are interested in reachability of a single given marking, called the goal. We propose an algorithm for computing a finite prefix of the unfolding of a 1-safe Petri net that preserves all minimal configurations reaching this goal. Our algorithm combines the unfolding technique with on-the-fly model reduction by static analysis aiming at avoiding the exploration of branches which are not needed for reaching the goal. We present some experimental results.
31	W1495785509	2008	https://doi.org/10.1007/978-3-540-89378-3_13	An Optimality Principle for Concurrent Systems	Lecture notes in computer science	conference-paper	
32	W2110561069	2009		Petri Nets (for Planners)		article	
33	W2479258420	2016	https://doi.org/10.1007/978-3-319-41579-6_23	Branching Processes of Timed Petri Nets	Lecture notes in computer science	conference-paper	
34	W2920472831	2018	https://doi.org/10.1145/3290420.3290430	An introduction and review of petri net unfolding technology		conference-paper	Due to its intuitive graphical representation and variety of mathematical analysis methods, Petri nets are widely used in modeling and analysis of distributed and concurrent systems. However, state explosion problem has been hampering the practical application of Petri nets. Because the state explosion problem mainly results from arbitrary interleaving of highly concurrent activities, net unfolding technology and its complete finite prefixes have been proposed to overcome the problem. Now, with the vigorous development, net unfolding technology is widely applied to many areas including soundness verification of workflow nets, verification of multi-agent system, etc. This paper presents an overview of the latest advances in Petri net unfolding technology and its application. In addition, some promising research directions in unfolding of unbounded Petri nets are proposed.
35	W2987447877	2018	https://doi.org/10.57938/84f3eb4b-b71e-4b1d-a7e8-3d43ee74eb60	A Benchmark for ASP Systems: Resource Allocation in Business Processes	LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas)	article	The goal of this paper is to benchmark Answer Set Programming (ASP) systems to test their performance when dealing with a complex optimization problem. In particular, the problem tackled is resource allocation in the area of Business Process Management (BPM). Like many other scheduling problems, the allocation of resources and starting times to business process activities is a challenging optimization problem for ASP solvers. Our problem encoding is ASP Core-2 standard compliant and it is realized in a declarative and compact fashion. We develop an instance generator that produces problem instances of different size and hardness with respect to adjustable parameters. By using the baseline encoding and the instance generator, we provide a comparison between the two award-winning ASP solvers clasp and wasp and report the grounding performance of gringo and i-dlv. The benchmark suggests that there is room for improvement concerning both the grounders and the solvers. Fostered by the relevance of the problem addressed, of which several variants have been described in different domains, we believe this is a solid application-oriented benchmark for the ASP community.
36	W3169664372	2021	https://doi.org/10.1007/978-3-030-76983-3_18	A Lazy Query Scheme for Reachability Analysis in Petri Nets	Lecture notes in computer science	conference-paper	
37	W4205148702	2022	https://doi.org/10.1007/978-3-030-74032-0_1	Generic Modeling Technique for Flexible and Highly Available Assembly Systems		book-chapter	Abstract To face the major challenges posed by the increasing product variants with shortening life cycles and fluctuating market conditions, modular and adaptable assembly systems are used. Their strong dependency on software creates a new void in the planning and implementation processes of these assembly systems. Usually, the programmer fills this void based on his knowledge, which leads to frequent and large adaptations of the code base. This is rather counter-productive. To address this challenge, we developed a generic user-friendly graphical API (Application Programming Interface) for a process owner in our previous work (Müller et al, Proc CIRP 81:730–735, 2019, [1]). This API can describe any assembly system and the associated task and is used to get the boilerplate code needed to execute the process on a programmable logic controller (PLC)—the standard hardware used in the industry. In this paper, the virtual description of an assembly system used by the API is extended to include a goal-oriented task description by defining the process and the structure. We believe that this extension provides the proper abstraction needed by the process owner. In addition, this extension significantly reduces the modeling effort.
38	W4206001664	2021	https://doi.org/10.21655/ijsi.1673-7288.00254	Reverse Unfolding of Petri Nets and its Application in Program Data Race Detection	International Journal of Software and Informatics	article	The unfolding technique can partially alleviate the state explosion in Petri nets through branching processes. However, all states of a system are still contained in its unfolding net. To deal with some practical problems, only the coverability determination of a specific state is needed. In view of this, reducing the scale of the unfolding net is feasible. This study proposes a target-oriented reverse unfolding algorithm for the coverability determination of 1-safe Petri nets, which combines a heuristic technique to reduce the scale of unfolding nets, thereby improving the efficiency of coverability determination. Furthermore, the reverse unfolding is applied to the formal verification of concurrent programs, and their data race detection is converted into the coverability determination of a specific state in 1-safe Petri nets. The experiment compares the efficiency between forward nfolding and reverse unfolding in the coverability determination of a Petri net. The results show that when the Petri net has more forward branches than backward branches, reverse unfolding is more efficient than forward unfolding. Finally, the key factors influencing the efficiency of reverse unfolding are analyzed.
39	W4239243005	2016	https://doi.org/10.15514/ispras-2016-28(4)		Proceedings of the Institute for System Programming of RAS	paratext	With the growing volume and demand for data a major concern for an Organization is to discover what data there actually is, what it contains and how it is being used and by who. The amount of data and the disparate systems used to handle this data increase in their number and complexity every year and unifying these systems becomes more and more complex. In this work we describe an Intelligent search engine system, specifically designed to tackle the problem of information retrieval and sharing in a large multifaceted organization, that already has many systems in place for each Department, which is an integral part of a joint Operational Data Platform(ODP) for data exploration and processing.
40	W4247966033	2011	https://doi.org/10.1016/b978-0-12-372512-7.00020-1	Bibliography	Elsevier eBooks	paratext	
41	W4409096951	2025	https://doi.org/10.4018/979-8-3373-2530-9.ch001	Artificial Intelligence (AI) for Energy Efficiency and Renewable Energy Management	Advances in computational intelligence and robotics book series	book-chapter	Artificial Intelligence (AI), Data Science (DS) and the Internet of Things (IoT) are vast networks of many intelligent devices connected to each other and/or to other internet-connected objects via sensors, software and other embedded technologies. They make use of large data sources and offer easy identification of trends and patterns, improved automation, continuous development, easy processing of multidimensional data and low computing costs. The development of artificial intelligence and data science in renewable energy management has the potential to manage energy production sources and ensure the energy efficiency of installations. This chapter explores different AI application techniques based on deep learning in the areas of solar and wind power generation, smart grid management, and energy consumption in smart residential buildings. It shows that using AI to estimate prediction performance and uncertainty is an optimal model for solar and wind power generation, smart grid management and energy consumption in smart homes.
