rank	openalex_id	year	doi	title	venue	type
38	W2060462189	1991	https://doi.org/10.1090/s0273-0979-1991-16076-3	Geodesic flows, interval maps, and symbolic dynamics	Bulletin of the American Mathematical Society	article
39	W2954222164	2019	https://doi.org/10.1007/jhep07(2019)031	FiniteFlow: multivariate functional reconstruction using finite fields and dataflow graphs	Journal of High Energy Physics	article
40	W3164846705	2021	https://doi.org/10.1016/j.inffus.2021.05.009	Notions of explainability and evaluation approaches for explainable artificial intelligence	Information Fusion	article
41	W1582981348	2001		Symbolic olfactory display	DSpace@MIT (Massachusetts Institute of Technology)	dissertation
42	W2063490264	2009	https://doi.org/10.3758/app.71.4.803	Dynamic representations underlying symbolic and nonsymbolic calculation: Evidence from the operational momentum effect	Attention Perception & Psychophysics	article
43	W2490090381	2017	https://doi.org/10.1177/0278364917739114	FFRob: Leveraging symbolic planning for efficient task and motion planning	The International Journal of Robotics Research	article
44	W2961372703	2019	https://doi.org/10.5465/amj.2017.1488	Energizing through Visuals: How Social Entrepreneurs Use Emotion-Symbolic Work for Social Change	Academy of Management Journal	article
45	W2108174561	2011	https://doi.org/10.1145/1993316.1993533	Evaluating value-graph translation validation for LLVM	ACM SIGPLAN Notices	article
46	W2013425391	2013	https://doi.org/10.1016/j.jcta.2012.12.008	On the number of pentagons in triangle-free graphs	Journal of Combinatorial Theory Series A	article
47	W2056501879	1990	https://doi.org/10.1016/0022-0000(90)90016-e	A geometric consistency theorem for a symbolic perturbation scheme	Journal of Computer and System Sciences	article
48	W2038411619	2008	https://doi.org/10.1093/pan/mpn018	Fightin' Words: Lexical Feature Selection and Evaluation for Identifying the Content of Political Conflict	Political Analysis	article
49	W3103145119	2019	https://doi.org/10.17863/cam.64134	SciPy 1.0: fundamental algorithms for scientific computing in Python	Monash University Research Portal (Monash University)	article
50	W2077436409	1996	https://doi.org/10.1145/243439.243447	An introduction to partial evaluation	ACM Computing Surveys	article
