rank	openalex_id	year	doi	title	venue	type
24	W1985646625	1998	https://doi.org/10.1016/s0743-1066(97)10003-6	Data-parallel concurrent constraint programming	The Journal of Logic Programming	article
25	W3097731190	2020		Computational Approaches to Dynamics and Uncertainty in Abstract Argumentation	Työväentutkimus Vuosikirja	dissertation
26	W50789249	2010		Reasoning on words and trees with data	HAL (Le Centre pour la Communication Scientifique Directe)	dissertation
27	W3113533517	2021	https://doi.org/10.1145/3434314	A separation logic for effect handlers	Proceedings of the ACM on Programming Languages	article
28	W1606724249	2004		On Distributed Verification and Verified Distribution	Data Archiving and Networked Services (DANS)	dissertation
29	W2000116086	2013	https://doi.org/10.1145/2518188	Analysis of Recursively Parallel Programs	ACM Transactions on Programming Languages and Systems	article
30	W2911706275	2018	https://doi.org/10.1145/3236762	Versatile event correlation with algebraic effects	Proceedings of the ACM on Programming Languages	article
31	W2906593381	2017	https://doi.org/10.5287/ora-2avgoeeq0	Distributive interaction of algebraic effects	Oxford University Research Archive (ORA) (University of Oxford)	dissertation
32	W2037452894	1987	https://doi.org/10.1145/22719.22946	Parsing and compiling using Prolog	ACM Transactions on Programming Languages and Systems	article
33	W2912806430	2019	https://doi.org/10.1007/s10270-018-00710-z	RoboChart: modelling and verification of the functional behaviour of robotic applications	Software & Systems Modeling	article
34	W4297858853	2022	https://doi.org/10.1017/s1471068426100453	A Monadic Implementation of Functional Logic Programs	Theory and Practice of Logic Programming	article
35	W2336725036	2000		Weighted finite state transducers in speech recognition	ScholarlyCommons (University of Pennsylvania)	article
36	W148663991	2013	https://doi.org/10.1007/978-3-642-39799-8_42	Finite Model Finding in SMT	Lecture notes in computer science	conference-paper
37	W2917796852	2019	https://doi.org/10.1007/s11229-019-02140-w	The interpretation of uncertainty in ecological rationality	Synthese	article
38	W2153361264	2014	https://doi.org/10.1613/jair.4175	Efficient HEX-Program Evaluation Based on Unfounded Sets	Journal of Artificial Intelligence Research	article
39	W2750879512	2018	https://doi.org/10.1007/978-3-319-89963-3	Tools and Algorithms for the Construction and Analysis of Systems	Lecture notes in computer science	conference-paper
40	W4283815499	2022	https://doi.org/10.1017/s1471068422000187	From Logic to Functional Logic Programs	Theory and Practice of Logic Programming	article
41	W2797257456	2018	https://doi.org/10.4204/eptcs.275.5	Backward Induction for Repeated Games	Electronic Proceedings in Theoretical Computer Science	article
42	W1580958786	1987	https://doi.org/10.1007/3-540-17220-3_1	Term-rewriting implementation of equational logic programming	Lecture notes in computer science	conference-paper
43	W1563990524	1999	https://doi.org/10.3127/ajis.v7i1.287	Advances and Research Directions in Data-Warehousing Technology	AJIS. Australasian journal of information systems/AJIS. Australian journal of information systems/Australian journal of information systems	article
44	W2140849218	2010	https://doi.org/10.1007/s10817-010-9194-x	Hybrid	Journal of Automated Reasoning	article
45	W2109236102	2006		Analysis Models for Security Protocols		article
46	W2953466973	2019	https://doi.org/10.1145/3314221.3314638	An inductive synthesis framework for verifiable reinforcement learning		conference-paper
47	W2792929034	2018	https://doi.org/10.1017/s0956796818000047	An extended account of contract monitoring strategies as patterns of communication	Journal of Functional Programming	article
48	W2395850853	2009		Automating Recursive Definitions and Termination Proofs in Higher-Order Logic	mediaTUM – the media and publications repository of the Technical University Munich (Technical University Munich)	dissertation
49	W3011811968	2020	https://doi.org/10.1145/3373376.3378503	Accelerating Legacy String Kernels via Bounded Automata Learning		conference-paper
50	W3159239980	2022	https://doi.org/10.1007/978-3-030-99336-8_4	Extracting total Amb programs from proofs	Lecture notes in computer science	conference-paper
