date	kind	id	source	query_or_seed	direction	hits	screened	included_keys	excluded_keys	notes
2026-08-09	search	cr1	crossref	large language model systematic review automation		50	50	doi:10.1007/s44163-026-01918-5,doi:10.1038/s41432-026-01238-8,doi:10.2139/ssrn.7244698	doi:10.1002/aps.70069,doi:10.1007/978-3-032-27666-7_15,doi:10.1007/978-981-92-0291-1_11,doi:10.1007/s00778-026-01000-7,doi:10.1007/s10579-026-09948-2,doi:10.1007/s10878-026-01451-2,doi:10.1007/s11192-026-05771-2,doi:10.1007/s11704-026-51716-6,doi:10.1016/j.artmed.2026.103501,doi:10.1016/j.autcon.2026.107198,doi:10.1016/j.cma.2026.119271,doi:10.1016/j.eswa.2026.133805,doi:10.1016/j.eswa.2026.133942,doi:10.1016/j.iref.2026.105636,doi:10.1016/j.jcjo.2026.07.006,doi:10.1021/acs.jpclett.6c02004,doi:10.1038/s41746-026-03093-4,doi:10.1038/s41746-026-03110-6,doi:10.1038/s41746-026-03133-z,doi:10.1038/s43856-026-01839-5,doi:10.1049/rpg2.70327,doi:10.1061/jccee5.cpeng-7723,doi:10.1177/01925121261466179,doi:10.1186/s13643-026-03279-7,doi:10.1186/s13643-026-03288-6,doi:10.2139/ssrn.7219499,doi:10.2139/ssrn.7230339,doi:10.2196/preprints.109158,doi:10.22439/jba.v15i1.7813,doi:10.24908/pceea.2026.21516,doi:10.24908/pceea.2026.21576,doi:10.31893/multirev.2027030,doi:10.36652/0869-4931-2025-79-11-519-523,doi:10.47191/ijcsrr/v9-i8-10,doi:10.47191/ijsshr/v9-i8-06,doi:10.5256/f1000research.201984.r501334,doi:10.5256/f1000research.204148.r504163,doi:10.5256/f1000research.205729.r505624,doi:10.52690/jitim.v6i2.1526,doi:10.57197/jdr-2026-0937,doi:10.59188/eduvest.v6i8.53268,doi:10.6007/ijarped/v15-i3/28576,doi:10.66238/fsrma113,doi:10.66238/fsrma115,doi:10.66238/fsrma116	unique-keys:50; parked-keys:doi:10.2172/3403477
2026-08-09	search	cr2	crossref	living evidence synthesis language model automation		50	50	doi:10.1002/cesm.12044,doi:10.1002/cesm.12045,doi:10.1002/cesm.70024,doi:10.1016/j.pan.2024.05.518,doi:10.1101/2022.06.13.22276242,doi:10.11124/jbies-21-00458,doi:10.11124/jbies-25-00236,doi:10.20944/preprints202606.0407.v1,doi:10.2139/ssrn.4406117,doi:10.2139/ssrn.5668523,doi:10.2196/preprints.54653,doi:10.22541/au.174793687.72304886/v1,doi:10.64898/2026.07.04.26357263	doi:10.1002/alz.038135,doi:10.1002/cesm.70046/v1/decision1,doi:10.1002/cesm.70046/v1/review1,doi:10.1002/cesm.70046/v1/review2,doi:10.1002/cesm.70046/v2/decision1,doi:10.1002/cesm.70084,doi:10.1016/j.autcon.2023.105183,doi:10.1016/j.autcon.2025.106255,doi:10.1016/j.autcon.2026.107060,doi:10.1021/acs.iecr.3c03898.s001,doi:10.1021/acsenergylett.2c00250.s001,doi:10.1109/lra.2026.3699266,doi:10.1111/jan.16493/v1/review1,doi:10.1111/jan.16493/v1/review2,doi:10.1111/jan.16493/v2/review1,doi:10.1111/jan.16493/v3/review1,doi:10.1111/jan.16493/v4/review1,doi:10.21956/openreseurope.15135.r27710,doi:10.21956/openreseurope.15135.r27711,doi:10.3030/894990,doi:10.31234/osf.io/u6hbs_v3,doi:10.3389/fspor.2024.1408887,doi:10.3390/healthcare12040446,doi:10.7551/mitpress/5188.003.0008	unique-keys:50
2026-08-09	search	oa1	openalex	"large language model ""systematic review"""		48	48	doi:10.1038/s41432-026-01238-8	doi:10.1007/s00246-026-04416-8,doi:10.1007/s00406-026-02344-5,doi:10.1007/s00423-026-04109-z,doi:10.1007/s10072-026-09294-9,doi:10.1007/s10578-026-02074-8,doi:10.1007/s10668-026-08039-0,doi:10.1007/s10803-026-07463-5,doi:10.1007/s10864-026-09647-6,doi:10.1007/s10916-026-02450-w,doi:10.1007/s11065-026-09712-x,doi:10.1007/s11192-026-05763-2,doi:10.1007/s11357-026-02447-w,doi:10.1007/s12103-026-09938-8,doi:10.1007/s13555-026-01789-9,doi:10.1007/s40489-026-00580-y,doi:10.1007/s40725-026-00286-8,doi:10.1007/s44290-026-00583-y,doi:10.1016/j.ijhm.2026.104870,doi:10.1016/j.pubrev.2026.102745,doi:10.1016/j.tjpad.2026.100645,doi:10.1038/s41598-026-65398-4,doi:10.1038/s41598-026-65690-3,doi:10.1038/s41746-026-03061-y,doi:10.1080/23311983.2026.2703451,doi:10.1111/jocn.70490,doi:10.1177/14697874261467043,doi:10.1186/s12903-026-09411-2,doi:10.1186/s12903-026-09486-x,doi:10.1186/s12982-026-02629-z,doi:10.1186/s13064-026-00302-4,doi:10.1186/s43168-026-00641-0,doi:10.12775/qs.2026.67.74129,doi:10.14445/22315381/ijett-v74i7p110,doi:10.14445/22315381/ijett-v74i7p117,doi:10.14445/22315381/ijett-v74i7p121,doi:10.14445/22315381/ijett-v74i7p127,doi:10.14445/22315381/ijett-v74i7p131,doi:10.14445/22315381/ijett-v74i7p132,doi:10.21203/rs.3.rs-10529339/v1,doi:10.24969/hvt..673,doi:10.25259/stn_30_2026,doi:10.31435/ijitss.3(51).2026.6368,doi:10.38124/ijisrt/26aug075,doi:10.59188/eduvest.v6i8.53181,doi:10.66206/eduheart.ijnhha.121,doi:10.69768/55yg1b04,doi:10.7753/ijcatr1312.1022	unique-keys:48
2026-08-09	search	oa2	openalex	"large language model ""literature review"""		30	30	doi:10.6084/m9.figshare.33169523	doi:10.1007/s00246-026-04416-8,doi:10.1007/s10758-026-10012-9,doi:10.1007/s10864-026-09647-6,doi:10.1007/s10916-026-02450-w,doi:10.1007/s11065-026-09712-x,doi:10.1007/s40489-026-00580-y,doi:10.1016/j.ijhm.2026.104870,doi:10.1016/j.pubrev.2026.102745,doi:10.1038/s41598-026-65690-3,doi:10.1080/23311983.2026.2703451,doi:10.1163/1568539x-bja10382,doi:10.1177/14697874261467043,doi:10.1186/s12982-026-02577-8,doi:10.12775/qs.2026.67.74129,doi:10.14445/22315381/ijett-v74i7p110,doi:10.14445/22315381/ijett-v74i7p117,doi:10.14445/22315381/ijett-v74i7p121,doi:10.14445/22315381/ijett-v74i7p123,doi:10.14445/22315381/ijett-v74i7p131,doi:10.21203/rs.3.rs-10538848/v1,doi:10.24969/hvt..673,doi:10.38124/ijisrt/26aug075,doi:10.5281/zenodo.21854967,doi:10.5281/zenodo.21854968,doi:10.59188/eduvest.v6i8.53181,doi:10.59261/inkubis.v8i2.363,doi:10.6084/m9.figshare.33169523.v2,doi:10.69768/55yg1b04,doi:10.7753/ijcatr1312.1022	unique-keys:30
2026-08-09	search	oa3	openalex	"language model ""evidence synthesis"""		5	5	doi:10.1038/s41432-026-01238-8	doi:10.1007/s00414-026-03947-2,doi:10.1007/s40725-026-00286-8,doi:10.12775/qs.2026.67.74129,doi:10.25258/ijddt.16.36s.132	unique-keys:5
2026-08-09	search	oa4	openalex	"citation screening ""language model"""		2	2	doi:10.17605/osf.io/kta9g	doi:10.1080/23311983.2026.2703451	unique-keys:2
2026-08-09	search	oa5	openalex	"data extraction ""large language model"" review"		6	6	doi:10.1007/s44163-026-01918-5,doi:10.6084/m9.figshare.33169523	doi:10.1007/s11192-026-05763-2,doi:10.1038/s41746-026-03061-y,doi:10.24969/hvt..673,doi:10.6084/m9.figshare.33169523.v2	unique-keys:6
2026-08-09	search	oa6	openalex	"language model ""systematic mapping"""		50	50		doi:10.1002/acp.3762,doi:10.1007/s10115-022-01772-8,doi:10.1007/s10209-021-00843-x,doi:10.1007/s10389-022-01795-z,doi:10.1007/s10639-021-10570-8,doi:10.1007/s10664-020-09872-1,doi:10.1007/s10664-020-09881-0,doi:10.1016/j.caeai.2022.100087,doi:10.1016/j.caeai.2023.100136,doi:10.1016/j.cosrev.2020.100308,doi:10.1016/j.gfs.2022.100615,doi:10.1016/j.infsof.2022.107142,doi:10.1016/j.jbi.2020.103383,doi:10.1016/j.jclepro.2021.126655,doi:10.1016/j.jclepro.2022.132764,doi:10.1016/j.jenvman.2024.120126,doi:10.1016/j.jksuci.2021.09.018,doi:10.1016/j.jss.2020.110736,doi:10.1017/s1368980019005305,doi:10.1080/17517575.2021.1986862,doi:10.1093/bib/bbad453,doi:10.1101/2021.07.09.450648,doi:10.1109/access.2020.2974934,doi:10.1109/access.2021.3089560,doi:10.1109/access.2021.3101039,doi:10.1109/access.2021.3134628,doi:10.1109/access.2022.3182372,doi:10.1109/access.2022.3206366,doi:10.1109/tse.2022.3170122,doi:10.1109/wsese66602.2025.00015,doi:10.1111/desc.12988,doi:10.1126/science.adk8946,doi:10.1136/bmjhci-2023-100914,doi:10.1145/3457608,doi:10.1145/3520480,doi:10.1145/3561818,doi:10.1145/3726122.3726228,doi:10.1371/journal.pone.0233757,doi:10.1371/journal.pone.0236091,doi:10.15388/infedu.2020.14,doi:10.18653/v1/2023.acl-long.411,doi:10.3389/feduc.2021.540027,doi:10.3390/app10176125,doi:10.3390/app11093986,doi:10.3390/su12062420,doi:10.3390/su12145502,doi:10.4230/oasics.icpec.2023.9,doi:10.52876/jcs.1227392,doi:10.9781/ijimai.2023.07.006	unique-keys:50
2026-08-09	search	oa7	openalex	"""scoping review"" automation ""language model"""		50	50		arxiv:2303.13379,arxiv:2405.03066,doi:10.1007/s00330-024-11107-6,doi:10.1007/s44212-024-00060-w,doi:10.1007/s44230-025-00090-w,doi:10.1016/j.accinf.2024.100715,doi:10.1016/j.caeo.2024.100169,doi:10.1016/j.jbi.2022.104030,doi:10.1016/j.jbi.2023.104482,doi:10.1021/acssynbio.4c00091,doi:10.1038/s41598-025-98483-1,doi:10.1038/s41746-023-00879-8,doi:10.1038/s41746-025-01611-4,doi:10.1038/s44184-024-00056-z,doi:10.1080/0142159x.2024.2314198,doi:10.1093/cid/ciad407,doi:10.1093/jamia/ocae035,doi:10.1093/postmj/qgae122,doi:10.1108/et-05-2023-0169,doi:10.1111/bjet.13370,doi:10.1136/fmch-2023-002602,doi:10.2196/17158,doi:10.2196/43006,doi:10.2196/53787,doi:10.2196/60432,doi:10.3389/frobt.2021.744526,doi:10.3390/a18080499,doi:10.3390/bioengineering11040342,doi:10.3390/electronics14010120,doi:10.3390/fi17020076,doi:10.3390/healthcare13101205,doi:10.3390/ijerph20156438,doi:10.3390/s25051318,doi:10.36227/techrxiv.23589741.v4,doi:10.5334/pme.954,doi:10.7150/thno.108552	unique-keys:50
2026-08-09	search	oa8	openalex	"""living evidence"" ""language model"""		50	50	doi:10.1007/s10113-024-02283-8,doi:10.1016/j.jclinepi.2026.112211,doi:10.1016/j.jneumeth.2024.110209,doi:10.1016/j.oneear.2023.12.011,doi:10.1038/s41558-021-01168-6,doi:10.1038/s41558-023-01890-3,doi:10.1101/2023.01.18.524571,doi:10.1101/2025.11.07.25339719,doi:10.1159/000515908,doi:10.1177/18911803261462152,doi:10.1186/s13012-024-01396-2,doi:10.1186/s13643-023-02247-9,doi:10.12688/f1000research.165927.1,doi:10.12688/f1000research.171774.2,doi:10.1371/journal.pone.0320151,doi:10.17605/osf.io/79f8u,doi:10.17605/osf.io/ebqxm,doi:10.18653/v1/2024.bionlp-1.39,doi:10.21203/rs.3.pex-1836/v1,doi:10.2196/99386,doi:10.33774/coe-2025-rmsqf,doi:10.64898/2026.01.23.701317,doi:10.64898/2026.07.04.26357263	doi:10.1002/gin2.70062,doi:10.1002/jeo2.12025,doi:10.1016/j.tree.2024.11.013,doi:10.1038/s41746-026-02909-7,doi:10.1038/s44277-025-00049-6,doi:10.17605/osf.io/sfndq,doi:10.18653/v1/2025.findings-naacl.269,doi:10.20944/preprints202505.0566.v1,doi:10.2196/preprints.99386,doi:10.3389/fdgth.2026.1737957	unique-keys:50; parked-keys:doi:10.2139/ssrn.5736644
2026-08-09	search	s21	semanticscholar	large language model systematic review automation		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s21	semanticscholar	large language model systematic review automation		50	50	doi:10.1007/s10462-026-11531-8,doi:10.1016/j.gofs.2026.05.004,doi:10.1093/biomethods/bpag006	doi:10.1002/rev3.70141,doi:10.1007/s10462-026-11512-x,doi:10.1007/s44163-025-00784-x,doi:10.1016/j.ejso.2026.111741,doi:10.1016/j.jpedsurg.2026.162956,doi:10.1016/j.landig.2025.100960,doi:10.1016/j.neunet.2026.109267,doi:10.1038/s41746-025-02302-w,doi:10.1038/s41746-026-02382-2,doi:10.1080/00207543.2026.2641103,doi:10.1088/3050-2454/ae524c,doi:10.1093/jamia/ocag045,doi:10.1108/ecam-10-2025-1668,doi:10.1161/svin.125.002261,doi:10.1177/22104968261465514,doi:10.1371/journal.pdig.0001354,doi:10.1371/journal.pone.0340277,doi:10.3389/fmed.2026.1810098,doi:10.3389/or.2026.1757059,doi:10.3390/app16052493,doi:10.3390/electronics15030524,doi:10.3390/en19061588,doi:10.36713/epra26155,doi:10.46799/ajesh.v5i6.779,doi:10.64898/2026.03.26.26349194,doi:10.65069/ara21202614,doi:10.7717/peerj-cs.3769	unique-keys:50
2026-08-09	search	s22	semanticscholar	LLM literature review screening agent		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s22	semanticscholar	LLM literature review screening agent		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s22	semanticscholar	LLM literature review screening agent		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s22	semanticscholar	LLM literature review screening agent		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s22	semanticscholar	LLM literature review screening agent		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s22	semanticscholar	LLM literature review screening agent		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s23	semanticscholar	evidence synthesis language model reliability		50	50	doi:10.1080/24725579.2026.2619123,doi:10.1109/sami68106.2026.11420449,doi:10.1145/3786149.3788298,doi:10.1177/18911803261469813,doi:10.1177/27541231261459663,doi:10.22617/wps260200-2	arxiv:2602.21950,arxiv:2603.04476,arxiv:2605.23148,arxiv:2606.01416,doi:10.1016/j.semarthrit.2026.153026,doi:10.1109/aaiml67890.2026.11498114,doi:10.1109/dsn69566.2026.00018,doi:10.1109/icadcs70036.2026.11583464,doi:10.1109/icdca69396.2026.11620226,doi:10.1109/icnte66387.2026.11437404,doi:10.1109/icsedi66420.2026.11568358,doi:10.1117/12.3117647,doi:10.1145/3803437.3807385,doi:10.1158/1538-7445.am2026-2747,doi:10.1200/cci-25-00215,doi:10.14445/22315381/ijett-v74i5p122,doi:10.1609/aaaiss.v8i1.42561,doi:10.25259/ijmr_2271_2025,doi:10.30574/ijsra.2026.20.1.1330,doi:10.3389/fpubh.2026.1833611,doi:10.3390/ai7020077,doi:10.38124/ijisrt/26jul649,doi:10.4274/thoracrespract.2025.2025-6-3,doi:10.58776/ijitcsa.v4i2.262,doi:10.64898/2026.01.10.698833,doi:10.64898/2026.07.17.739284,doi:10.7717/peerj-cs.3950,doi:10.7759/cureus.100845,doi:10.7759/cureus.109161,t:3ddefectbenchacontrolledfactorialstudyofvisionlanguagemodelevaluationpipelinesfo,t:avavlmadaptivevisualattentionvisionlanguagemodelforinthewildconstructionsitemoni,t:beyondtheleaderboardasynthesisoftooluseplanningandreasoningfailuresinlargelangua	unique-keys:50
2026-08-09	search	s24	semanticscholar	scoping review automation large language model		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s24	semanticscholar	scoping review automation large language model		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s24	semanticscholar	scoping review automation large language model		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s24	semanticscholar	scoping review automation large language model		FAILED:HTTP-429				attempt failed; protocol retries plus one disclosed second round for s22/s24
2026-08-09	search	s24	semanticscholar	scoping review automation large language model		50	50		arxiv:2405.03066,arxiv:2409.00097,arxiv:2503.10497,doi:10.1007/s13534-025-00497-1,doi:10.1007/s40501-025-00363-y,doi:10.1038/s41405-024-00277-6,doi:10.1038/s41467-025-64105-7,doi:10.1038/s41746-025-01565-7,doi:10.1038/s41746-025-01611-4,doi:10.1038/s44387-025-00011-z,doi:10.1109/asp-dac66049.2026.11420505,doi:10.1109/iccams65118.2025.11234492,doi:10.1109/iseda65950.2025.11101179,doi:10.1109/issre59848.2023.00026,doi:10.1109/raai67517.2025.11423280,doi:10.1109/tccn.2025.3612760,doi:10.1111/bjet.13370,doi:10.1111/dar.70068,doi:10.1111/jebm.12658,doi:10.1145/3640794.3665582,doi:10.1186/s12911-024-02459-6,doi:10.2196/62924,doi:10.2196/63126,doi:10.2196/68998,doi:10.2196/69284,doi:10.3233/shti260406,doi:10.3352/jeehp.2024.21.6,doi:10.3389/fmed.2024.1477898,doi:10.3390/a18080499,doi:10.3390/electronics14010120,doi:10.5455/aim.2024.33.4-10,doi:10.5753/sbbd_estendido.2025.247977	unique-keys:50
2026-08-09	snowball	degen2024-backward	openalex	doi:10.31219/osf.io/ju8dk	backward	53	53	doi:10.1080/15228959.2023.2224125,doi:10.1111/jnu.12628	doi:10.1093/jamia/ocv044,doi:10.1111/2041-210x.13268,doi:10.1145/3084226.3084243,doi:10.1145/3308558.3313544,doi:10.1186/2046-4053-4-5,doi:10.1186/s13643-016-0384-4	seed-key:doi:10.31219/osf.io/ju8dk
2026-08-09	snowball	degen2024-forward	openalex	doi:10.31219/osf.io/ju8dk	forward	2	2			seed-key:doi:10.31219/osf.io/ju8dk
2026-08-09	snowball	fagerberg2025-backward	openalex	doi:10.1101/2025.11.03.25339455	backward	27	27		doi:10.1016/j.conctc.2019.100443	seed-key:doi:10.1101/2025.11.03.25339455
2026-08-09	snowball	fagerberg2025-forward	openalex	doi:10.1101/2025.11.03.25339455	forward	1	1			seed-key:doi:10.1101/2025.11.03.25339455
2026-08-09	snowball	fernandes2026-backward	openalex	doi:10.2139/ssrn.7048543	backward	24	24	doi:10.3390/informatics12010009	doi:10.29333/ejgm/14354,doi:10.46328/ijte.1028,doi:10.55982/openpraxis.17.1.750	seed-key:doi:10.2139/ssrn.7048543
2026-08-09	snowball	fernandes2026-forward	openalex	doi:10.2139/ssrn.7048543	forward	0	0			seed-key:doi:10.2139/ssrn.7048543
2026-08-09	snowball	holst2025-backward	openalex	doi:10.2196/80247	backward	21	21		doi:10.1016/j.conctc.2019.100443,doi:10.13107/jocr.2025.v15.i04.5420,doi:10.3390/socsci14010030	seed-key:doi:10.2196/80247
2026-08-09	snowball	holst2025-forward	openalex	doi:10.2196/80247	forward	13	13	doi:10.1007/s00586-026-09925-x,doi:10.1016/j.jaad.2026.05.139,doi:10.1080/0194262x.2026.2674695,doi:10.1080/13803611.2026.2698571,doi:10.1123/jmpb.2025-0070,doi:10.21203/rs.3.rs-9590065/v1,doi:10.3390/aieduc2020008	doi:10.3390/asi9070149	seed-key:doi:10.2196/80247
2026-08-09	snowball	huang2026-backward	openalex	doi:10.64898/2026.07.30.26359375	backward	17	17		doi:10.1186/s13643-019-1074-9	seed-key:doi:10.64898/2026.07.30.26359375
2026-08-09	snowball	huang2026-forward	openalex	doi:10.64898/2026.07.30.26359375	forward	0	0			seed-key:doi:10.64898/2026.07.30.26359375
2026-08-09	snowball	huotala2025-backward	openalex	doi:10.1109/esem64174.2025.00053	backward	44	44		doi:10.1007/s10270-021-00908-8,doi:10.1007/s10515-022-00337-x,doi:10.1016/j.infsof.2020.106296,doi:10.1016/j.infsof.2021.106783,doi:10.1016/j.infsof.2022.107128,doi:10.1016/j.jss.2017.06.024,doi:10.1016/j.jss.2022.111515,doi:10.1109/tse.2017.2704579	seed-key:doi:10.1109/esem64174.2025.00053
2026-08-09	snowball	huotala2025-forward	openalex	doi:10.1109/esem64174.2025.00053	forward	3	3	doi:10.1145/3803437.3806408		seed-key:doi:10.1109/esem64174.2025.00053
2026-08-09	snowball	luo2024-backward	openalex	doi:10.2196/56780	backward	65	65		doi:10.1016/j.conctc.2019.100443,doi:10.1093/jamia/ocv044,doi:10.1186/s13643-015-0147-7,doi:10.1186/s13643-019-1074-9	seed-key:doi:10.2196/56780
2026-08-09	snowball	luo2024-forward	openalex	doi:10.2196/56780	forward	66	65	doi:10.1016/j.ijmedinf.2025.106048		seed-key:doi:10.2196/56780
2026-08-09	snowball	madeyski2025-backward	openalex	doi:10.1016/j.infsof.2026.108204	backward	0	0			seed-key:doi:10.1016/j.infsof.2026.108204; implausibly-empty OpenAlex bibliography; primary-complete re-chase in next row
2026-08-09	snowball	madeyski2025-backward-primary	crossref	doi:10.1016/j.infsof.2026.108204	backward	48	43	doi:10.1016/j.infsof.2025.107757,doi:10.1016/j.jval.2024.03.1448,doi:10.1016/j.jval.2024.03.1490,doi:10.1016/j.jval.2024.03.1492,doi:10.1016/j.jval.2024.03.2418,doi:10.1186/s12874-024-02224-3		seed-key:doi:10.1016/j.infsof.2026.108204; primary-complete; publisher-deposited bibliography; parked-keys:doi:10.1016/j.jval.2023.09.2190
2026-08-09	snowball	madeyski2025-forward	openalex	doi:10.1016/j.infsof.2026.108204	forward	1	1	doi:10.1007/978-3-032-29372-5_30		seed-key:doi:10.1016/j.infsof.2026.108204
2026-08-09	snowball	song2026-backward	openalex	doi:10.2196/76130	backward	80	80	doi:10.1016/j.jclinepi.2023.10.007,doi:10.1016/j.jclinepi.2023.111231,doi:10.1016/j.jneumeth.2024.110209,doi:10.1016/j.jval.2025.04.1124,doi:10.1016/j.scitotenv.2024.171556,doi:10.1080/24750158.2022.2087954,doi:10.1101/2021.09.07.21263207,doi:10.1159/000515908,doi:10.1186/s13643-021-01665-x,doi:10.1186/s13643-023-02247-9,doi:10.2196/25714,doi:10.2196/54653,doi:10.23970/ahrqepcmethtestingmachinelearning,doi:10.5867/medwave.2020.11.8092	doi:10.1016/j.artmed.2008.08.009,doi:10.1016/j.jclinepi.2017.08.011,doi:10.3233/978-1-61499-101-4-688	seed-key:doi:10.2196/76130
2026-08-09	snowball	song2026-forward	openalex	doi:10.2196/76130	forward	3	3			seed-key:doi:10.2196/76130
2026-08-09	snowball	vandinter2021-backward	openalex	doi:10.1016/j.infsof.2021.106589	backward	100	100	doi:10.1016/j.mex.2020.100831	doi:10.1002/jrsm.1335,doi:10.1002/jrsm.27,doi:10.1007/978-3-030-10752-9_1,doi:10.1007/s10796-015-9589-7,doi:10.1016/j.conctc.2019.100443,doi:10.1016/j.envint.2019.105228,doi:10.1016/j.eswa.2013.08.047,doi:10.1016/j.jbi.2014.06.005,doi:10.1016/j.jbi.2015.05.004,doi:10.1016/j.jbi.2016.03.026,doi:10.1016/j.jbi.2016.06.001,doi:10.1016/j.jbi.2017.06.018,doi:10.1016/j.jbi.2019.103202,doi:10.1049/ic.2011.0004,doi:10.1109/apsec.2017.10,doi:10.1109/cisti.2016.7521620,doi:10.1109/clei47609.2019.235079,doi:10.1109/snams.2018.8554896,doi:10.1109/tnb.2016.2565481,doi:10.1145/2837185.2837279,doi:10.1145/3011141.3011177,doi:10.1145/3084226.3084243,doi:10.1145/3194747.3194748,doi:10.1145/3308558.3313544,doi:10.1186/1471-2105-11-55,doi:10.1186/2046-4053-3-74,doi:10.1186/2046-4053-4-5,doi:10.1186/s13643-015-0031-5,doi:10.1186/s13643-015-0066-7,doi:10.1186/s13643-018-0724-7,doi:10.1186/s13643-018-0740-7,doi:10.1186/s13643-019-0942-7,doi:10.1186/s13643-019-1062-0,doi:10.1186/s13643-019-1074-9,doi:10.1197/jamia.m1929,doi:10.1197/jamia.m3162,t:buildingsystematicreviewsusingautomatictextclassificationtechniques	seed-key:doi:10.1016/j.infsof.2021.106589; 23 unresolved OpenAlex ids
