rank	openalex_id	year	doi	title	venue	type	abstract
13	W2964296765	2018		Inductive Visual Localisation: Factorised Training for Superior Generalisation	Oxford University Research Archive (ORA) (University of Oxford)	other	End-to-end trained Recurrent Neural Networks (RNNs) have been successfully applied to numerous problems that require processing sequences, such as image captioning, machine translation, and text recognition. However, RNNs often struggle to generalise to sequences longer than the ones encountered during training. In this work, we propose to optimise neural networks explicitly for induction. The idea is to first decompose the problem in a sequence of inductive steps and then to explicitly train the RNN to reproduce such steps. Generalisation is achieved as the RNN is not allowed to learn an arbitrary internal state; instead, it is tasked with mimicking the evolution of a valid state. In particular, the state is restricted to a spatial memory map that tracks parts of the input image which have been accounted for in previous steps. The RNN is trained for single inductive steps, where it produces updates to the memory in addition to the desired output. We evaluate our method on two different visual recognition problems involving visual sequences: (1) text spotting, i.e. joint localisation and reading of text in images containing multiple lines (or a block) of text, and (2) sequential counting of objects in aerial images. We show that inductive training of recurrent models enhances their generalisation ability on challenging image datasets.
14	W4240217567	2019	https://doi.org/10.18653/v1/w19-39	Proceedings of the Workshop on Deep Learning and Formal Languages: Building Bridges		paratext	This work attempts to explain the types of computation that neural networks can perform by relating them to automata. We first define what it means for a real-time network with bounded precision to accept a language. A measure of network memory follows from this definition. We then characterize the classes of languages acceptable by various recurrent networks, attention, and convolutional networks. We find that LSTMs function like counter machines and relate convolutional networks to the subregular hierarchy. Overall, this work attempts to increase our understanding and ability to interpret neural networks through the lens of theory. These theoretical insights help explain neural computation, as well as the relationship between neural networks and natural language grammar.
15	W7128115783	2026		Deep-ICE:The first globally optimal algorithm for empirical risk minimization of two-layer maxout and ReLU networks	University of Birmingham Research Portal (University of Birmingham)	conference-paper	This paper introduces the first globally optimal algorithm for the empirical risk minimization problem of two-layer maxout and ReLU networks, i.e., minimizing the number of misclassifications. The algorithm has a worst-case time complexity of <i>O</i>(<i>N</i><sup><i>DK</i>+1</sup>), where <i>K</i> denotes the number of hidden neurons and <i>D</i> represents the number of features. It can be can be generalized to accommodate arbitrary computable loss functions without affecting its computational complexity. Our experiments demonstrate that the proposed algorithm provides provably exact solutions for small-scale datasets. To handle larger datasets, we introduce a heuristic method that reduces the data size to a manageable scale, making it feasible for our algorithm. This extension enables efficient processing of large-scale datasets and achieves significantly improved performance in both training and prediction, compared to state-of-the-art approaches (neural networks trained using gradient descent and support vector machines), when applied to the same models (two-layer networks with fixed hidden nodes and linear models).
16	W4417085269	2025	https://doi.org/10.48550/arxiv.2505.05740	Deep-ICE: the first globally optimal algorithm for minimizing 0-1 loss in two-layer ReLU and maxout networks	arXiv (Cornell University)	preprint	This paper introduces the first globally optimal algorithm for the empirical risk minimization problem of two-layer maxout and ReLU networks, i.e., minimizing the number of misclassifications. The algorithm has a worst-case time complexity of $O\left(N^{DK+1}\right)$, where $K$ denotes the number of hidden neurons and $D$ represents the number of features. It can be can be generalized to accommodate arbitrary computable loss functions without affecting its computational complexity. Our experiments demonstrate that the proposed algorithm provides provably exact solutions for small-scale datasets. To handle larger datasets, we introduce a novel coreset selection method that reduces the data size to a manageable scale, making it feasible for our algorithm. This extension enables efficient processing of large-scale datasets and achieves significantly improved performance, with a 20-30\% reduction in misclassifications for both training and prediction, compared to state-of-the-art approaches (neural networks trained using gradient descent and support vector machines), when applied to the same models (two-layer networks with fixed hidden nodes and linear models). The artifacts of the Deep-ICE algorithm can be found in https://github.com/XiHegrt/DeepICE-algorithm-artifacts.
17	W3082050613	2021	https://doi.org/10.18653/v1/2021.mrqa-1.2	Rethinking the Objectives of Extractive Question Answering		conference-paper	This work demonstrates that using the objective with independence assumption for modelling the span probability P (a s , a e ) = P (a s )P (a e ) of span starting at position a s and ending at position a e has adverse effects. Therefore we propose multiple approaches to modelling joint probability P (a s , a e ) directly. Among those, we propose a compound objective, composed from the joint probability while still keeping the objective with independence assumption as an auxiliary objective. We find that the compound objective is consistently superior or equal to other assumptions in exact match. Additionally, we identified common errors caused by the assumption of independence and manually checked the counterpart predictions, demonstrating the impact of the compound objective on the real examples. Our findings are supported via experiments with three extractive QA models (BIDAF, BERT, ALBERT) over six datasets and our code, individual results and manual analysis are available online 1 .
18	W3038429282	2020	https://doi.org/10.1109/ijcnn48605.2020.9206764	Enabling Continual Learning with Differentiable Hebbian Plasticity		conference-paper	Continual learning is the problem of sequentially learning new tasks or knowledge while protecting previously acquired knowledge. However, catastrophic forgetting poses a grand challenge for neural networks performing such learning process. Thus, neural networks that are deployed in the real world often struggle in scenarios where the data distribution is non-stationary (concept drift), imbalanced, or not always fully available, i.e., rare edge cases. We propose a Differentiable Hebbian Consolidation model which is composed of a Differentiable Hebbian Plasticity (DHP) Softmax layer that adds a rapid learning plastic component (compressed episodic memory) to the fixed (slow changing) parameters of the softmax output layer; enabling learned representations to be retained for a longer timescale. We demonstrate the flexibility of our method by integrating well-known task-specific synaptic consolidation methods to penalize changes in the slow weights that are important for each target task. We evaluate our approach on the Permuted MNIST, Split MNIST and Vision Datasets Mixture benchmarks, and introduce an imbalanced variant of Permuted MNIST - a dataset that combines the challenges of class imbalance and concept drift. Our proposed model requires no additional hyperparameters and outperforms comparable baselines by reducing forgetting.
19	W2516628012	2015		Automatic classification of alzheimer's disease from structural MRI	Duo Research Archive (University of Oslo)	dissertation	Annoying!The same old story!When one has finished one's house one realizes that while doing so one has learnt unawares something one absolutely had to know before one -
20	W2622764302	2017		Deep reinforcement learning for urban traffic light control	Espacio Tiempo y Forma Serie I Prehistoria y Arqueología	dissertation	Traffic light timing optimization is still an active line of research despite the wealth of scientific literature on the topic, and the problem remains unsolved for any non-toy scenario. One of the key issues with traffic light optimization is the large scale of the input information that is available for the controlling agent, namely all the traffic data that is continually sampled by the traffic detectors that cover the urban network. This issue has in the past forced researchers to focus on agents that work on localized parts of the traffic network, typically on individual intersections, and to coordinate every individual agent in a multi-agent setup. In order to overcome the large scale of the available state information, we propose to rely on the ability of deep Learning approaches to handle large input spaces, in the form of Deep Deterministic Policy Gradient (DDPG) algorithm. We performed several experiments with a range of models, from the very simple one (one intersection) to the more complex one (a big city section).
21	W2522152871	2015		Probabilistic Hashing Techniques For Big Data	eCommons (Cornell University)	dissertation	We investigate probabilistic hashing techniques for addressing computational and memory challenges in large scale machine learning and data mining systems. In this thesis, we show that the traditional idea of hashing goes far beyond near-neighbor search and there are some striking new possibilities. We show that hashing can improve state of the art large scale learning algorithms, and it goes beyond the conventional notions of pairwise similarities. Despite being a very well studied topic in literature, we found several opportunities for fundamentally improving some of the well know textbook hashing algorithms. In particular, we show that the traditional way of computing minwise hashes is unnecessarily expensive and without loosing anything we can achieve an order of magnitude speedup. We also found that for cosine similarity search there is a better scheme than SimHash. In the end, we show that the existing locality sensitive hashing framework itself is very restrictive, and we cannot have efficient algorithms for some important measures like inner products which are ubiquitous in machine learning. We propose asymmetric locality sensitive hashing (ALSH), an extended framework, where we show provable and practical efficient algorithms for Maximum Inner Product Search (MIPS). Having such an efficient solutions to MIPS directly scales up many popular machine learning algorithms. We believe that this thesis provides significant improvements to some of the heavily used subroutines in big-data systems, which we hope will be adopted.
22	W2298040312	2016	https://doi.org/10.4995/thesis/10251/61296	Contributions to Deep Learning Models		dissertation	1.1 Interpreting an image by extracting several intermediate representations. 2.1 Graphical representation of DNN model with two hidden layers. . . . 2.2 The Backpropagation algorithm for a neural network with two hidden layers. Note that bias terms have been ommited for simplicity. . . . . 2.3 Architecture of LeNet-5, a convolutional neural network for handwritten digits recognition. . . . . . . . . . . . . . . . . . . . . . . . . . . . 2.4 Graphical representation of the RBM model. The grey and the white units correspond to the hidden and the visible layers, respectively. . . 2.5 Representation of the Markov chain used by the Gibbs sampling in the CD algorithm. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 2.6 The sum of infinite copies of a sigmoid function with different bias can be approximated with the closed form function log (1 + e x ) denoted by the black line. The blue line represents the transfer function of a rectified linear unit. . . . . . . . . . . . .
23	W4399272164	2024	https://doi.org/10.48550/arxiv.2405.20174	Tropical Expressivity of Neural Networks	arXiv (Cornell University)	preprint	We propose an algebraic geometric framework to study the expressivity of linear activation neural networks. A particular quantity of neural networks that has been actively studied is the number of linear regions, which gives a quantification of the information capacity of the architecture. To study and evaluate information capacity and expressivity, we work in the setting of tropical geometry - a combinatorial and polyhedral variant of algebraic geometry - where there are known connections between tropical rational maps and feedforward neural networks. Our work builds on and expands this connection to capitalize on the rich theory of tropical geometry to characterize and study various architectural aspects of neural networks. Our contributions are threefold: we provide a novel tropical geometric approach to selecting sampling domains among linear regions; an algebraic result allowing for a guided restriction of the sampling domain for network architectures with symmetries; and a new open source OSCAR library to analyze neural networks symbolically using their tropical representations, where we present a new algorithm that computes the exact number of their linear regions. We provide a comprehensive set of proof-of-concept numerical experiments demonstrating the breadth of neural network architectures to which tropical geometric theory can be applied to reveal insights on expressivity characteristics of a network. Our work provides the foundations for the adaptation of both theory and existing software from computational tropical geometry and symbolic computation to neural networks and deep learning
24	W4415331449	2025	https://doi.org/10.48550/arxiv.2509.22849	Parameterized Hardness of Zonotope Containment and Neural Network Verification	arXiv (Cornell University)	preprint	Neural networks with ReLU activations are a widely used model in machine learning. It is thus important to have a profound understanding of the properties of the functions computed by such networks. Recently, there has been increasing interest in the (parameterized) computational complexity of determining these properties. In this work, we close several gaps and resolve an open problem posted by Froese et al. [COLT '25] regarding the parameterized complexity of various problems related to network verification. In particular, we prove that deciding positivity (and thus surjectivity) of a function $f\colon\mathbb{R}^d\to\mathbb{R}$ computed by a 2-layer ReLU network is W[1]-hard when parameterized by $d$. This result also implies that zonotope (non-)containment is W[1]-hard with respect to $d$, a problem that is of independent interest in computational geometry, control theory, and robotics. Moreover, we show that approximating the maximum within any multiplicative factor in 2-layer ReLU networks, computing the $L_p$-Lipschitz constant for $p\in(0,\infty]$ in 2-layer networks, and approximating the $L_p$-Lipschitz constant in 3-layer networks are NP-hard and W[1]-hard with respect to $d$. Notably, our hardness results are the strongest known so far and imply that the naive enumeration-based methods for solving these fundamental problems are all essentially optimal under the Exponential Time Hypothesis.
25	W4415619729	2025	https://doi.org/10.1038/s41598-025-21408-5	Introducing a hybrid intrusion detection method for IoT-cloud environments based on ResNeXt and improved Ebola optimization search algorithm	Scientific Reports	article	With the advent of IoT and its immense possibilities through cloud randomization, connectivity has matured almost out of proportion; yet this factor has equally opened various attack surfaces thereby rendering IoT-cloud environments vulnerable to multiple attacks. To address the issue, we introduce a versatile approach for hybrid intrusion diagnosis made possible through ResNeXt, a DCNN architecture noted for high efficiency and scalability in extracting features, and the Improved Ebola Optimization Search Algorithm (IEOSA), a novel metaheuristic optimizer fashioned after the spread dynamics of the Ebola virus, yet enhanced to offer speed and reliability in search performance. The proposed approach uses the comprehensive feature extraction ability of ResNeXt combined with the improved searching efficiency of the IEOSA to provide a superior method for the detection of anomalies and intrusions in an IoT-cloud environment. The network attained a detection accuracy of 98.3% and above 97% for recall, F1 score, and precision on standard datasets, including CICIDS 2017 and NSL-KDD. The hybrid framework enhances the performance of traditional and even a few deep-learning techniques, to provide a more secure IoT-cloud ecosystem. The results highlight the opportunity for integrating deep learning with a robust metaheuristic optimization approach for better efficiency and effectiveness in intrusion detection within digital infrastructures.
26	W4382491075	2023	https://doi.org/10.48550/arxiv.2306.15157	Revisiting Tropical Polynomial Division: Theory, Algorithms and Application to Neural Networks	arXiv (Cornell University)	preprint	Tropical geometry has recently found several applications in the analysis of neural networks with piecewise linear activation functions. This paper presents a new look at the problem of tropical polynomial division and its application to the simplification of neural networks. We analyze tropical polynomials with real coefficients, extending earlier ideas and methods developed for polynomials with integer coefficients. We first prove the existence of a unique quotient-remainder pair and characterize the quotient in terms of the convex bi-conjugate of a related function. Interestingly, the quotient of tropical polynomials with integer coefficients does not necessarily have integer coefficients. Furthermore, we develop a relationship of tropical polynomial division with the computation of the convex hull of unions of convex polyhedra and use it to derive an exact algorithm for tropical polynomial division. An approximate algorithm is also presented, based on an alternation between data partition and linear programming. We also develop special techniques to divide composite polynomials, described as sums or maxima of simpler ones. Finally, we present some numerical results to illustrate the efficiency of the algorithms proposed, using the MNIST handwritten digit and CIFAR-10 datasets.
