rank	source_id	year	doi	title	venue	type
18	10.3403/30382866u	None	10.3403/30382866u	Information and documentation - Research activity identifier (RAiD)		standard
19	10.3403/30496034	None	10.3403/30496034	Information technology � SoftWare Hash IDentifier (SWHID) Specification V1.2		standard
20	10.3386/w23445	2017	10.3386/w23445	Does Choice Increase Information?  Evidence from Online School Search Behavior		report
21	10.3403/30191899u	None	10.3403/30191899u	Information and documentation. International standard collection identifier (ISCI)		standard
22	10.3403/30496034u	None	10.3403/30496034u	Information technology � SoftWare Hash IDentifier (SWHID) Specification V1.2		standard
23	10.3403/30191899	None	10.3403/30191899	Information and documentation. International standard collection identifier (ISCI)		standard
24	10.1016/s0140-9883(99)00043-2	2000	10.1016/s0140-9883(99)00043-2	Gasoline demand and car choice: estimating gasoline demand using household information	Energy Economics	journal-article
25	10.3403/30323381u	None	10.3403/30323381u	Information and documentation. International library item identifier(ILII)		standard
26	10.3403/30177091	None	10.3403/30177091	Information and documentation. International standard name identifier(ISNI)		standard
27	10.3403/30246898	None	10.3403/30246898	Information and documentation. International standard link identifier (ISLI)		standard
28	10.3403/30323381	None	10.3403/30323381	Information and documentation. International library item identifier(ILII)		standard
29	10.5860/choice.33-6392	1996	10.5860/choice.33-6392	Information-driven marketing decisions: development of strategic information systems	Choice Reviews Online	journal-article
30	10.5367/000000008786440201	2008	10.5367/000000008786440201	Demand-Driven Sustainable Tourism? A Choice Modelling Analysis	Tourism Economics	journal-article
31	10.3403/30246898u	None	10.3403/30246898u	Information and documentation. International standard link identifier (ISLI)		standard
32	10.3403/bsisoiec9834	None	10.3403/bsisoiec9834	Information technology -- Procedures for the operation of object identifier registration authorities: General procedures and top arcs of the international object identifier tree		standard
33	10.3403/30279940	None	10.3403/30279940	Information technology. Digital publishing. EPUB3		standard
34	10.3403/30151784	None	10.3403/30151784	Information technology. Unique identifiers		standard
35	10.3403/30279940u	None	10.3403/30279940u	Information technology. Digital publishing. EPUB3		standard
36	10.3403/00305898u	None	10.3403/00305898u	Information technology -- Procedures for the operation of object identifier registration authorities: General procedures and top arcs of the international object identifier tree		standard
37	10.1007/978-3-319-95504-9_14	2018	10.1007/978-3-319-95504-9_14	Aided Optimal Search: Data-Driven Target Pursuit from On-Demand Delayed Binary Observations	Handbook of Dynamic Data Driven Applications Systems	book-chapter
38	10.2139/ssrn.2255333	2013	10.2139/ssrn.2255333	Search Costs in Consumer Product Choice: Does Delaying the Provision of Information Increase Choice Efficiency?	SSRN Electronic Journal	journal-article
39	10.2139/ssrn.6409778	2026	10.2139/ssrn.6409778	Consolidation Driven De-Branching		posted-content
40	10.3403/30241183	None	10.3403/30241183	Information technology -- Procedures for the operation of object identifier registration authorities: General procedures and top arcs of the international object identifier tree		standard
41	10.1016/s0020-0190(02)00486-6	2003	10.1016/s0020-0190(02)00486-6	A very simple function that requires exponential size nondeterministic graph-driven read-once branching programs	Information Processing Letters	journal-article
42	10.3837/tiis.2007.01.001	2007	10.3837/tiis.2007.01.001	Application driven cluster based group key management with identifier in wireless sensor networks	KSII Transactions on Internet and Information Systems	journal-article
43	10.2197/ipsjjip.33.198	2025	10.2197/ipsjjip.33.198	Demand-driven PRE Using Profile Information	Journal of Information Processing	journal-article
44	10.3403/30139866	None	10.3403/30139866	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
45	10.3403/30475303	None	10.3403/30475303	Tracked Changes. Information and documentation. International standard name identifier (ISNI)		standard
46	10.32920/14638635	2021	10.32920/14638635	Decisions from experience: adaptive information search and choice in younger and older adults		posted-content
47	10.3403/30177091u	None	10.3403/30177091u	Tracked Changes. Information and documentation. International standard name identifier (ISNI)		standard
48	10.1145/1160633.1160732	2006	10.1145/1160633.1160732	Information-theoretic approaches to branching in search	Proceedings of the fifth international joint conference on Autonomous agents and multiagent systems	proceedings-article
49	10.32920/14638635.v1	2021	10.32920/14638635.v1	Decisions from experience: adaptive information search and choice in younger and older adults		posted-content
50	10.1016/b978-0-08-100946-8.00002-8	2017	10.1016/b978-0-08-100946-8.00002-8	Demand-Driven Acquisitions	Evaluating Demand-Driven Acquisitions	book-chapter
51	10.3403/30439239	None	10.3403/30439239	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
52	10.3403/30430396u	None	10.3403/30430396u	Information technology � Open systems interconnection		standard
53	10.5860/choice.48-6950	2011	10.5860/choice.48-6950	Modern information retrieval: the concepts and technology behind search	Choice Reviews Online	journal-article
54	10.1257/rct.7122	2021	10.1257/rct.7122	Can Information on School Attributes and Assignment Probabilities Direct Search and Choice? Evidence from Choice Platforms in Ecuador and Peru	AEA Randomized Controlled Trials	dataset
55	10.2139/ssrn.3920444	2020	10.2139/ssrn.3920444	The Demand-Driven Information Market	SSRN Electronic Journal	journal-article
56	10.1257/rct.7122-1.0	2021	10.1257/rct.7122-1.0	Can Information on School Attributes and Assignment Probabilities Direct Search and Choice? Evidence from Choice Platforms in Ecuador and Peru	AEA Randomized Controlled Trials	dataset
57	10.3390/data10050073	2025	10.3390/data10050073	A Data-Driven Approach to Tourism Demand Forecasting: Integrating Web Search Data into a SARIMAX Model	Data	journal-article
58	10.3403/30139863	None	10.3403/30139863	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
59	10.3403/30139866u	None	10.3403/30139866u	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
60	10.1016/j.inffus.2019.07.007	2020	10.1016/j.inffus.2019.07.007	Cooperative information-driven source search and estimation for multiple agents	Information Fusion	journal-article
61	10.1007/978-3-030-74568-4_14	2022	10.1007/978-3-030-74568-4_14	Aided Optimal Search: Data-Driven Target Pursuit from On-Demand Delayed Binary Observations	Handbook of Dynamic Data Driven Applications Systems	book-chapter
62	10.1145/3674127.3674133	2024	10.1145/3674127.3674133	Query-driven Search Functionality	Information Retrieval	book-chapter
63	10.6017/ital.v38i2.10886	2019	10.6017/ital.v38i2.10886	Wikidata	Information Technology and Libraries	journal-article
64	10.1007/bf01718517	1977	10.1007/bf01718517	Imperfect personal information and the demand revealing process: A sampling approach	Public Choice	journal-article
65	10.3403/30439236	None	10.3403/30439236	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
66	10.3403/02717308u	None	10.3403/02717308u	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
67	10.3403/30430396	None	10.3403/30430396	Information technology � Open systems interconnection		standard
68	10.3403/02717308	None	10.3403/02717308	Information and documentation. International Standard Audiovisual Number (ISAN)		standard
69	10.4324/9781003226161-2	2022	10.4324/9781003226161-2	Demand-Driven versus Supply-Driven	Demand-Driven Business Strategy	book-chapter
70	10.5860/choice.33-5383	1996	10.5860/choice.33-5383	Communication in Congress: members, staff, and the search for information	Choice Reviews Online	journal-article
71	10.5860/choice.39-2506	2002	10.5860/choice.39-2506	The invisible Web: uncovering information sources search engines can't see	Choice Reviews Online	journal-article
72	10.1016/j.jbi.2020.103669	2021	10.1016/j.jbi.2020.103669	CMIID: A comprehensive medical information identifier for clinical search harmonization in Data Safe Havens	Journal of Biomedical Informatics	journal-article
73	10.3403/30143674	None	10.3403/30143674	Information technology. Unique identifiers		standard
74	10.3789/niso-rp-20-2014	None	10.3789/niso-rp-20-2014	NISO RP-20-2014, Demand Driven Acquisition of Monographs		standard
75	10.1002/9781119200338.ch8	2012	10.1002/9781119200338.ch8	A Model for Computing Based on Information Search	Information‐Driven Business	other
76	10.3403/30244103	None	10.3403/30244103	Information and documentation. International standard identifier for libraries and related organizations (ISIL)		standard
77	10.5220/0001993103390342	2009	10.5220/0001993103390342	IMPLEMENTATION OF INTENTION-DRIVEN SEARCH PROCESSES BY SPARQL QUERIES	Proceedings of the 11th International Conference on Enterprise Information	proceedings-article
78	10.1145/3786335.3813122	2026	10.1145/3786335.3813122	Dossier: Deep Research via Ledger-Driven Branching Search and Query Encoding Learning	Proceedings of the ACM Conference on AI and Agentic Systems	proceedings-article
79	10.17086/jts.2021.45.6.37.64	2021	10.17086/jts.2021.45.6.37.64	Does the Crisis Information Search Tell the Impact of Disease on International Tourism Demand?	The Tourism Sciences Society of Korea	journal-article
80	10.2307/j.ctv19rs0tt.11	2021	10.2307/j.ctv19rs0tt.11	How Do Parents Search for Information?	Choosing Schools	book-chapter
81	10.1111/j.1460-2695.2010.01508.x	2011	10.1111/j.1460-2695.2010.01508.x	Dissolution driven crack branching in polycarbonate	Fatigue &amp; Fracture of Engineering Materials &amp; Structures	journal-article
82	10.2197/ipsjjip.31.459	2023	10.2197/ipsjjip.31.459	Lazy Demand-driven Partial Redundancy Elimination	Journal of Information Processing	journal-article
83	10.1007/978-1-4615-0381-1_4	2003	10.1007/978-1-4615-0381-1_4	The Information Logistics Approach Toward User Demand-Driven Information Supply	Cross-Media Service Delivery	book-chapter
84	10.17016/feds.2009.24	2009	10.17016/feds.2009.24	Demand-Driven Job Separation: Reconciling Search Models with the Ins and Outs of Unemployment	Finance and Economics Discussion Series	journal-article
85	10.3403/30391196	None	10.3403/30391196	Information and documentation � International standard identifier for libraries and related organizations (ISIL)		standard
86	10.3403/30205807	None	10.3403/30205807	Information and documentation. International standard identifier for libraries and related organizations (ISIL)		standard
87	10.3030/793163	2018	10.3030/793163			grant
88	10.3403/02971911	None	10.3403/02971911	Information and documentation. International standard identifier for libraries and related organizations (ISIL)		standard
89	10.1145/3627673.3679971	2024	10.1145/3627673.3679971	Multi-DSI: Non-deterministic Identifier and Concept Alignment for Differentiable Search Index	Proceedings of the 33rd ACM International Conference on Information and Knowledge Management	proceedings-article
90	10.3403/02971911u	None	10.3403/02971911u	Information and documentation � International standard identifier for libraries and related organizations (ISIL)		standard
91	10.1016/s0020-0255(97)10075-5	1998	10.1016/s0020-0255(97)10075-5	Batch scheduling for demand-driven servers in wireless environments	Information Sciences	journal-article
92	10.5860/choice.33-5854	1996	10.5860/choice.33-5854	In search of the virtual class: education in an information society	Choice Reviews Online	journal-article
93	10.1016/s1755-5345(13)70020-4	2008	10.1016/s1755-5345(13)70020-4	Revealing consumer preferences by observing information search	Journal of Choice Modelling	journal-article
94	10.1109/ecie69549.2026.11565523	2026	10.1109/ecie69549.2026.11565523	Multi-Dimensional Identifier-Driven eSIM Provisioning and Transport Optimization Architecture for Heterogeneous Consumer Networks	2026 6th International Conference on Electronics, Circuits and Information Engineering (ECIE)	proceedings-article
95	10.59350/ph8bn-f7t49	2016	10.59350/ph8bn-f7t49	Persistent Identifier Services for the Humanities		posted-content
96	10.48009/4_iis_2025_107	2025	10.48009/4_iis_2025_107	Enhancing supply chain efficiency through AI-driven demand forecasting: a comprehensive analysis	Issues In Information Systems	journal-article
97	10.1037/e621652012-036	2011	10.1037/e621652012-036	Decisions from experience: Information search and choice in younger and older adults	PsycEXTRA Dataset	dataset
98	10.1515/9780691225685-009	2000	10.1515/9780691225685-009	Chapter 5. How Do Parents Search for Information?	Choosing Schools	book-chapter
99	10.1109/itme63426.2024.00204	2024	10.1109/itme63426.2024.00204	"Design of ""Demand-Driven, Competition-Driven Learning"" Practice Teaching Program"	2024 14th International Conference on Information Technology in Medicine and Education (ITME)	proceedings-article
100	10.1109/lra.2024.3469817/mm1	None	10.1109/lra.2024.3469817/mm1	On-demand Branching Mechanism using Heat Cutting for Soft Inflatable Growing Robot_supp1-3469817.mp4		component
