rank	openalex_id	year	doi	title	venue	type
33	W4313703391	2023	https://doi.org/10.1038/s41467-022-35692-6	Leveraging molecular structure and bioactivity with chemical language models for de novo drug design	Nature Communications	article
34	W2920610562	2019	https://doi.org/10.1073/pnas.1813987116	Environmental control programs the emergence of distinct functional ensembles from unconstrained chemical reactions	Proceedings of the National Academy of Sciences	article
35	W4384920109	2023	https://doi.org/10.48550/arxiv.2307.10169	Challenges and Applications of Large Language Models	arXiv (Cornell University)	preprint
36	W3121081543	2021	https://doi.org/10.1093/gigascience/giaa154	BiG-SLiCE: A highly scalable tool maps the diversity of 1.2 million biosynthetic gene clusters	GigaScience	article
37	W4385978868	2023	https://doi.org/10.3390/su151612563	Intrusion Detection in Healthcare 4.0 Internet of Things Systems via Metaheuristics Optimized Machine Learning	Sustainability	article
38	W2624443265	2017	https://doi.org/10.3390/rs9060583	Spatial and Spectral Hybrid Image Classification for Rice Lodging Assessment through UAV Imagery	Remote Sensing	article
39	W2102481384	2014	https://doi.org/10.1145/2560033	Building timing predictable embedded systems	ACM Transactions on Embedded Computing Systems	article
40	W3084157653	2020	https://doi.org/10.1016/j.elerap.2020.101004	How should we understand the digital economy in Asia? Critical assessment and research agenda	Electronic Commerce Research and Applications	article
41	W4229000948	2022	https://doi.org/10.1103/prxquantum.3.030341	Group-Invariant Quantum Machine Learning	PRX Quantum	article
42	W2063688469	1992	https://doi.org/10.1145/146637.146670	Learning via queries	Journal of the ACM	article
43	W2100827027	2005	https://doi.org/10.1007/s00037-005-0194-x	Quantum Arthur–Merlin games	Computational Complexity	article
44	W2200463568	2015	https://doi.org/10.1109/tifs.2015.2503271	Fast Detection of Transformed Data Leaks	IEEE Transactions on Information Forensics and Security	article
45	W2085027329	2012	https://doi.org/10.1155/2012/715763	Electronic Nose for Microbiological Quality Control of Food Products	International Journal of Electrochemistry	article
46	W2990204812	2019	https://doi.org/10.3390/s19235170	A Survey on Machine-Learning Techniques for UAV-Based Communications	Sensors	article
47	W3096150904	2020	https://doi.org/10.1109/jproc.2020.3030121	Security in Approximate Computing and Approximate Computing for Security: Challenges and Opportunities	Proceedings of the IEEE	article
48	W4240302460	1997	https://doi.org/10.1145/270563.571472	Algorithms on Stings, Trees, and Sequences	ACM SIGACT News	article
49	W2141320036	2010	https://doi.org/10.1534/genetics.110.116426	Graph-Based Data Selection for the Construction of Genomic Prediction Models	Genetics	article
50	W2619779390	2013	https://doi.org/10.6028/nist.ir.7298r2	Glossary of key information security terms		report
