rank	source_id	year	doi	title	venue	type
19	10.1109/icnc-fskd64080.2024.10702327	2024	10.1109/icnc-fskd64080.2024.10702327	Research on Fast Location of WKNN Indoor WiFi Fingerprint Based on Double Search	2024 20th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery (ICNC-FSKD)	proceedings-article
20	10.64628/aaj.neq75amuv	2016	10.64628/aaj.neq75amuv	Explainer: the search for Earth’s ‘missing fingerprint’		posted-content
21	10.5860/choice.36-5263	1999	10.5860/choice.36-5263	Bazaars and fair ladies: the history of the American fundraising fair	Choice Reviews Online	journal-article
22	10.1007/978-3-540-34560-2_17	None	10.1007/978-3-540-34560-2_17	Estimation of Calculation Time Needed	Scientific Computation	book-chapter
23	10.1007/978-3-031-60099-9_4	2024	10.1007/978-3-031-60099-9_4	Preference Aggregation by Voting	Classroom Companion: Economics	book-chapter
24	10.2139/ssrn.5080407	2025	10.2139/ssrn.5080407	Fair Notice Is a Sociopolitical Choice		posted-content
25	10.1007/978-3-662-47904-9_1	2016	10.1007/978-3-662-47904-9_1	Playing, Voting, and Dividing	Springer Texts in Business and Economics	book-chapter
26	10.15767/feministstudies.46.1.0130	2020	10.15767/feministstudies.46.1.0130	Doing Academia Differently: “I Needed Self-Help Less Than I Needed a Fair Society”	Feminist Studies	journal-article
27	10.21203/rs.3.rs-9006491/v1	2026	10.21203/rs.3.rs-9006491/v1	The Cognitive Fingerprint Problem: Transformer-LSTM Perplexity Geometry for Fair and Adversarially Robust AI Text Detection		posted-content
28	10.1007/978-3-031-60099-9_2	2024	10.1007/978-3-031-60099-9_2	Noncooperative Game Theory	Classroom Companion: Economics	book-chapter
29	10.1162/neco.1993.5.3.402	1993	10.1162/neco.1993.5.3.402	Neural Networks for Fingerprint Recognition	Neural Computation	journal-article
30	10.1201/9781439863855-7	1998	10.1201/9781439863855-7	Pieces or Crumbs - How Many Cuts Are Needed?	Cake-Cutting Algorithms	book-chapter
31	10.1007/978-3-031-60099-9_3	2024	10.1007/978-3-031-60099-9_3	Cooperative Game Theory	Classroom Companion: Economics	book-chapter
32	10.1016/j.amc.2016.09.005	2017	10.1016/j.amc.2016.09.005	A block active set algorithm with spectral choice line search for the symmetric eigenvalue complementarity problem	Applied Mathematics and Computation	journal-article
33	10.1007/978-3-662-47904-9_3	2016	10.1007/978-3-662-47904-9_3	Cooperative Game Theory	Springer Texts in Business and Economics	book-chapter
34	10.21275/v5i5.nov163123	2016	10.21275/v5i5.nov163123	Beam Search Algorithm for Fingerprint Reference Point Determination Based on Joint Orientation Features	International Journal of Science and Research (IJSR)	journal-article
35	10.1007/978-3-031-60099-9_6	2024	10.1007/978-3-031-60099-9_6	Multiwinner Voting	Classroom Companion: Economics	book-chapter
36	10.1007/978-3-032-06010-5_7	2025	10.1007/978-3-032-06010-5_7	Claims-based Fair Division	Studies in Choice and Welfare	book-chapter
37	10.3386/w25257	2018	10.3386/w25257	When Fair Isn't Fair: Understanding Choice Reversals Involving Social Preferences		report
38	10.1016/j.ic.2006.06.002	2007	10.1016/j.ic.2006.06.002	Fair testing	Information and Computation	journal-article
39	10.2139/ssrn.875384	2006	10.2139/ssrn.875384	Google Book Search: Fair Use, Fair Dealing and the Case for Intermediary Copying	SSRN Electronic Journal	journal-article
40	10.1007/978-3-662-47904-9_4	2016	10.1007/978-3-662-47904-9_4	Preference Aggregation by Voting	Springer Texts in Business and Economics	book-chapter
41	10.1007/978-3-662-47904-9_6	2016	10.1007/978-3-662-47904-9_6	Judgment Aggregation	Springer Texts in Business and Economics	book-chapter
42	10.1007/978-3-031-60099-9_7	2024	10.1007/978-3-031-60099-9_7	Judgment Aggregation	Classroom Companion: Economics	book-chapter
43	10.64628/aa.3u3gv35n7	2016	10.64628/aa.3u3gv35n7	‘You’ll need my fingerprint’: are police allowed to search your phone?		posted-content
44	10.1109/icme.2012.151	2012	10.1109/icme.2012.151	Pooling Search: Serum Samples Test Simulated Video Fingerprint Search	2012 IEEE International Conference on Multimedia and Expo	proceedings-article
45	10.1006/inco.1996.0036	1996	10.1006/inco.1996.0036	Simulating Fair Dice with Biased Coins	Information and Computation	journal-article
46	10.3386/w2150	1987	10.3386/w2150	Optimal Choice of Monetary Policy Instruments in a Macroeconometric Model		report
47	10.5860/choice.44-4183	2007	10.5860/choice.44-4183	World eBook Fair	Choice Reviews Online	journal-article
48	10.1016/j.ic.2004.02.005	2004	10.1016/j.ic.2004.02.005	Applicability of fair simulation	Information and Computation	journal-article
49	10.7551/mitpress/2954.003.0004	2003	10.7551/mitpress/2954.003.0004	Voting and Social Choice	Fair Division and Collective Welfare	book-chapter
50	10.1021/ci600303b.s001	None	10.1021/ci600303b.s001	Design and Evaluation of a Novel Class-Directed 2D Fingerprint to Search for Structurally Diverse Active Compounds		component
51	10.1007/978-3-662-47904-9_2	2016	10.1007/978-3-662-47904-9_2	Noncooperative Game Theory	Springer Texts in Business and Economics	book-chapter
52	10.7551/mitpress/2006.003.0006	1999	10.7551/mitpress/2006.003.0006	Search	Computation, Causation, and Discovery	book-chapter
53	10.5860/choice.26-3383	1989	10.5860/choice.26-3383	Teaching literature: what is needed now	Choice Reviews Online	journal-article
54	10.1016/s0140-6736(24)02477-2	2024	10.1016/s0140-6736(24)02477-2	GRAIL-Galleri: NHS platform trial needed for fair comparisons	The Lancet	journal-article
55	10.1525/california/9780520274730.003.0003	2013	10.1525/california/9780520274730.003.0003	The Promise of Choice	Educational Delusions?	book-chapter
56	10.1525/9780520955103-005	2019	10.1525/9780520955103-005	2. Choice Theories and the Schools	Educational Delusions?	book-chapter
57	10.1136/ebm.11.3.67	2006	10.1136/ebm.11.3.67	Why fair tests are needed: a brief history	Evidence-Based Medicine	journal-article
58	10.1109/icnc.2012.6234738	2012	10.1109/icnc.2012.6234738	Fingerprint recognition using wavelet domain features	2012 8th International Conference on Natural Computation	proceedings-article
59	10.3982/te592	2011	10.3982/te592	Search, choice, and revealed preference	Theoretical Economics	journal-article
60	10.5860/choice.35-2259	1997	10.5860/choice.35-2259	Gender and fair assessment	Choice Reviews Online	journal-article
61	10.1006/inco.2001.3085	2002	10.1006/inco.2001.3085	Fair Simulation	Information and Computation	journal-article
62	10.1515/9781400881352-003	2005	10.1515/9781400881352-003	CHAPTER 1. Fair Ball! Why Adjustments Are Needed	Baseball's All-Time Best Sluggers	book-chapter
63	10.1007/1-84628-477-5_51	None	10.1007/1-84628-477-5_51	Fair Termination and Harel’s Theorem	Texts in Computer Science	book-chapter
64	10.17077/hd11-a54g	2014	10.17077/hd11-a54g	Analysis of impediments to fair housing choice, City of Iowa City		report
65	10.2307/2002948	1964	10.2307/2002948	Pade Approximation to the Solution of the Ricatti Equation	Mathematics of Computation	journal-article
66	10.7326/acpjc-2008-148-2-b01	2008	10.7326/acpjc-2008-148-2-b01	Correction - Why fair tests are needed: a brief history	ACP Journal Club	journal-article
67	10.1007/978-0-306-47828-4_103	None	10.1007/978-0-306-47828-4_103	Fair Division	The Encyclopedia of Public Choice	book-chapter
68	10.1525/california/9780520274730.003.0002	2013	10.1525/california/9780520274730.003.0002	Choice Theories and the Schools	Educational Delusions?	book-chapter
69	10.1525/california/9780520274730.003.0001	2013	10.1525/california/9780520274730.003.0001	Choice and Civil Rights	Educational Delusions?	book-chapter
70	10.5860/choice.47-4080	2010	10.5860/choice.47-4080	Fair governance: paternalism and perfectionism	Choice Reviews Online	journal-article
71	10.59350/3yvmx-m2n47	2008	10.59350/3yvmx-m2n47	Fast Substructure Search Using Open Source Tools Part 2 - Fingerprint Screen With SQL		posted-content
72	10.1525/9780520955103-015	2019	10.1525/9780520955103-015	Conclusion: A Theory of Choice with Equity	Educational Delusions?	book-chapter
73	10.1093/oxfordhb/9780190469733.013.44	2019	10.1093/oxfordhb/9780190469733.013.44	Fair Division in Dispute Resolution	The Oxford Handbook of Public Choice, Volume 1	reference-entry
74	10.59350/nesbr-ezk30	2008	10.59350/nesbr-ezk30	Fast Substructure Search Using Open Source Tools Part 2 - Fingerprint Screen With SQL		posted-content
75	10.5860/choice.41-5974	2004	10.5860/choice.41-5974	Fair play: the ethics of sport	Choice Reviews Online	journal-article
76	10.5860/choice.37sup-089	2000	10.5860/choice.37sup-089	FAIR: Fairness &amp; accuracy in reporting	Choice Reviews Online	journal-article
77	10.5860/choice.43-2905	2006	10.5860/choice.43-2905	Fair trade: market-driven ethical consumption	Choice Reviews Online	journal-article
78	10.7326/acpjc-2006-145-1-a08	2006	10.7326/acpjc-2006-145-1-a08	Why fair tests are needed: a brief history*†	ACP Journal Club	journal-article
79	10.21236/ad1003336	2015	10.21236/ad1003336	Improvements Needed in the Defense Logistics Agencys Evaluation of Fair and Reasonable Prices for C130 Aircraft Spare Parts (Redacted)		report
80	10.1007/3-540-58483-8_6	1994	10.1007/3-540-58483-8_6	Exploiting mate choice in evolutionary computation: Sexual selection as a process of search, optimization, and diversification	Lecture Notes in Computer Science	book-chapter
81	10.1007/s00355-003-0236-8	2004	10.1007/s00355-003-0236-8	Population monotonic rules for fair allocation problems	Social Choice and Welfare	journal-article
82	10.1007/s00355-008-0297-9	2008	10.1007/s00355-008-0297-9	Fair Groves mechanisms	Social Choice and Welfare	journal-article
83	10.4159/9780674726307-016	2016	10.4159/9780674726307-016	Essay 10. The Informational Basis of the Theory of Fair Allocation	Choice, Preferences, and Procedures	book-chapter
84	10.1525/california/9780520274730.003.0005	2013	10.1525/california/9780520274730.003.0005	Designing Choice	Educational Delusions?	book-chapter
85	10.5860/choice.38sup-100	2001	10.5860/choice.38sup-100	FAIR: Fairness &amp; accuracy in reporting	Choice Reviews Online	journal-article
86	10.5860/choice.50-5998	2013	10.5860/choice.50-5998	World's fair gardens: shaping American landscapes	Choice Reviews Online	journal-article
87	10.5860/choice.48-5507	2011	10.5860/choice.48-5507	FAIR: Fairness &amp; Accuracy in Reporting	Choice Reviews Online	journal-article
88	10.5860/choice.36sup-078	1999	10.5860/choice.36sup-078	FAIR: Fairness &amp; accuracy in reporting	Choice Reviews Online	journal-article
89	10.5860/choice.30-0359	1992	10.5860/choice.30-0359	Fair play: sports, values, and society	Choice Reviews Online	journal-article
90	10.5860/choice.36-4307	1999	10.5860/choice.36-4307	FAIR: fairness &amp; accuracy in reporting	Choice Reviews Online	journal-article
91	10.2139/ssrn.3862288	2021	10.2139/ssrn.3862288	Time Consistent Fair Social Choice	SSRN Electronic Journal	journal-article
92	10.59350/vp6xw-zyt05	2019	10.59350/vp6xw-zyt05	A search of some major chemistry publishers for FAIR data records.		posted-content
93	10.5860/choice.27-6683a	1990	10.5860/choice.27-6683a	The Warren Court: fair or foul?	Choice Reviews Online	journal-article
94	10.1007/978-3-031-60099-9_5	2024	10.1007/978-3-031-60099-9_5	The Complexity of Manipulative Actions in Single-Peaked Societies	Classroom Companion: Economics	book-chapter
95	10.1525/california/9780520274730.003.0006	2013	10.1525/california/9780520274730.003.0006	A Segregating Choice?	Educational Delusions?	book-chapter
96	10.1007/s00355-018-1109-5	2018	10.1007/s00355-018-1109-5	Fair division with uncertain needs	Social Choice and Welfare	journal-article
97	10.5040/9798400669262.0014	2002	10.5040/9798400669262.0014	Needed International Entrepreneurship	In Search of an Equitable, Sustainable Globalization	other
98	10.1007/bf01832921	1990	10.1007/bf01832921	Fair cost allocation schemes	Social Choice and Welfare	journal-article
99	10.5860/choice.50-2792	2013	10.5860/choice.50-2792	Barriers to excellence: the changes needed for our schools	Choice Reviews Online	journal-article
100	10.2139/ssrn.4386194	2023	10.2139/ssrn.4386194	Fair Sequential Search	SSRN Electronic Journal	journal-article
