rank	openalex_id	year	doi	title	venue	type	abstract
11	W2411786938	2016	https://doi.org/10.1016/j.neucom.2016.06.014	Neural networks: An overview of early research, current frameworks and new challenges	Neurocomputing	article	
12	W2006760951	2007	https://doi.org/10.1523/jneurosci.3761-07.2007	Neural Ensembles in CA3 Transiently Encode Paths Forward of the Animal at a Decision Point	Journal of Neuroscience	article	Neural ensembles were recorded from the CA3 region of rats running on T-based decision tasks. Examination of neural representations of space at fast time scales revealed a transient but repeatable phenomenon as rats made a decision: the location reconstructed from the neural ensemble swept forward, first down one path and then the other. Estimated representations were coherent and preferentially swept ahead of the animal rather than behind the animal, implying it represented future possibilities rather than recently traveled paths. Similar phenomena occurred at other important decisions (such as in recovery from an error). Local field potentials from these sites contained pronounced theta and gamma frequencies, but no sharp wave frequencies. Forward-shifted spatial representations were influenced by task demands and experience. These data suggest that the hippocampus does not represent space as a passive computation, but rather that hippocampal spatial processing is an active process likely regulated by cognitive mechanisms.
13	W2129999749	2012	https://doi.org/10.1561/2200000013	An Introduction to Conditional Random Fields	Foundations and Trends® in Machine Learning	article	An Introduction to Conditional Random Fields provides a comprehensive tutorial aimed at application-oriented practitioners seeking to apply CRFs. The monograph does not assume previous knowledge of graphical modeling, and so is intended to be useful to practitioners in a wide variety of fields.
14	W4324057834	2023	https://doi.org/10.3390/computers12030060	Model Compression for Deep Neural Networks: A Survey	Computers	article	Currently, with the rapid development of deep learning, deep neural networks (DNNs) have been widely applied in various computer vision tasks. However, in the pursuit of performance, advanced DNN models have become more complex, which has led to a large memory footprint and high computation demands. As a result, the models are difficult to apply in real time. To address these issues, model compression has become a focus of research. Furthermore, model compression techniques play an important role in deploying models on edge devices. This study analyzed various model compression methods to assist researchers in reducing device storage space, speeding up model inference, reducing model complexity and training costs, and improving model deployment. Hence, this paper summarized the state-of-the-art techniques for model compression, including model pruning, parameter quantization, low-rank decomposition, knowledge distillation, and lightweight model design. In addition, this paper discusses research challenges and directions for future work.
15	W2032005951	2010	https://doi.org/10.1561/2200000005	A Survey of Statistical Network Models	Foundations and Trends® in Machine Learning	article	Networks are ubiquitous in science and have become a focal point for discussion in everyday life. Formal statistical models for the analysis of network data have emerged as a major topic of interest in diverse areas of study, and most of these involve a form of graphical representation. Probability models on graphs date back to 1959. Along with empirical studies in social psychology and sociology from the 1960s, these early works generated an active “network community” and a substantial literature in the 1970s. This effort moved into the statistical literature in the late 1970s and 1980s, and the past decade has seen a burgeoning network literature in statistical physics and computer science. The growth of the World Wide Web and the emergence of online “networking communities” such as Facebook, MySpace, and LinkedIn, and a host of more specialized professional network communities has intensified interest in the study of networks and network data. Our goal in this review is to provide the reader with an entry point to this burgeoning literature. We begin with an overview of the historical development of statistical network modeling and then we introduce a number of examples that have been studied in the network literature. Our subsequent discussion focuses on a number of prominent static and dynamic network models and their interconnections. We emphasize formal model descriptions, and pay special attention to the interpretation of parameters and their estimation. We end with a description of some open problems and challenges for machine learning and statistics.
16	W2809684781	2018	https://doi.org/10.1186/s13174-018-0087-2	A comprehensive survey on machine learning for networking: evolution, applications and research opportunities	Journal of Internet Services and Applications	article	Machine Learning (ML) has been enjoying an unprecedented surge in applications that solve problems and enable automation in diverse domains. Primarily, this is due to the explosion in the availability of data, significant improvements in ML techniques, and advancement in computing capabilities. Undoubtedly, ML has been applied to various mundane and complex problems arising in network operation and management. There are various surveys on ML for specific areas in networking or for specific network technologies. This survey is original, since it jointly presents the application of diverse ML techniques in various key areas of networking across different network technologies. In this way, readers will benefit from a comprehensive discussion on the different learning paradigms and ML techniques applied to fundamental problems in networking, including traffic prediction, routing and classification, congestion control, resource and fault management, QoS and QoE management, and network security. Furthermore, this survey delineates the limitations, give insights, research challenges and future opportunities to advance ML in networking. Therefore, this is a timely contribution of the implications of ML for networking, that is pushing the barriers of autonomic network operation and management.
17	W2110830643	2007	https://doi.org/10.1523/jneurosci.0519-07.2007	Triangulating a Cognitive Control Network Using Diffusion-Weighted Magnetic Resonance Imaging (MRI) and Functional MRI	Journal of Neuroscience	article	The ability to stop motor responses depends critically on the right inferior frontal cortex (IFC) and also engages a midbrain region consistent with the subthalamic nucleus (STN). Here we used diffusion-weighted imaging (DWI) tractography to show that the IFC and the STN region are connected via a white matter tract, which could underlie a "hyperdirect" pathway for basal ganglia control. Using a novel method of "triangulation" analysis of tractography data, we also found that both the IFC and the STN region are connected with the presupplementary motor area (preSMA). We hypothesized that the preSMA could play a conflict detection/resolution role within a network between the preSMA, the IFC, and the STN region. A second experiment tested this idea with functional magnetic resonance imaging (fMRI) using a conditional stop-signal paradigm, enabling examination of behavioral and neural signatures of conflict-induced slowing. The preSMA, IFC, and STN region were significantly activated the greater the conflict-induced slowing. Activation corresponded strongly with spatial foci predicted by the DWI tract analysis, as well as with foci activated by complete response inhibition. The results illustrate how tractography can reveal connections that are verifiable with fMRI. The results also demonstrate a three-way functional-anatomical network in the right hemisphere that could either brake or completely stop responses.
18	W4309618925	2022	https://doi.org/10.1145/3571155	Exploring Neuromorphic Computing Based on Spiking Neural Networks: Algorithms to Hardware	ACM Computing Surveys	article	Neuromorphic Computing, a concept pioneered in the late 1980s, is receiving a lot of attention lately due to its promise of reducing the computational energy, latency, as well as learning complexity in artificial neural networks. Taking inspiration from neuroscience, this interdisciplinary field performs a multi-stack optimization across devices, circuits, and algorithms by providing an end-to-end approach to achieving brain-like efficiency in machine intelligence. On one side, neuromorphic computing introduces a new algorithmic paradigm, known as Spiking Neural Networks (SNNs), which is a significant shift from standard deep learning and transmits information as spikes (“1” or “0”) rather than analog values. This has opened up novel algorithmic research directions to formulate methods to represent data in spike-trains, develop neuron models that can process information over time, design learning algorithms for event-driven dynamical systems, and engineer network architectures amenable to sparse, asynchronous, event-driven computing to achieve lower power consumption. On the other side, a parallel research thrust focuses on development of efficient computing platforms for new algorithms. Standard accelerators that are amenable to deep learning workloads are not particularly suitable to handle processing across multiple timesteps efficiently. To that effect, researchers have designed neuromorphic hardware that rely on event-driven sparse computations as well as efficient matrix operations. While most large-scale neuromorphic systems have been explored based on CMOS technology, recently, Non-Volatile Memory (NVM) technologies show promise toward implementing bio-mimetic functionalities on single devices. In this article, we outline several strides that neuromorphic computing based on spiking neural networks (SNNs) has taken over the recent past, and we present our outlook on the challenges that this field needs to overcome to make the bio-plausibility route a successful one.
19	W1751470192	2002	https://doi.org/10.1023/a:1012782908347	Hierarchical Text Categorization Using Neural Networks	Information Retrieval	article	
20	W2915977493	2018	https://doi.org/10.31390/gradschool_dissertations.4601	Generating Audio Using Recurrent Neural Networks		dissertation	Long Short Term Memory cells are a type of recurrent neural network that perform well when predicting sequence data. This works presents four approaches to modeling audio data. The models are trained to predict either raw audio samples or magnitude spectrum windows based on prior input audio. In a process called sampling, the models can then be employed to generate new audio using what they learned about the data they were trained on. Four methods for sampling are presented. The first has the model predict a vector for each vector in the input. The second has the model predict one magnitude spectrum window for each magnitude spectrum window in the input. The third has the model predict a single audio sample for each input vector. The fourth has the model predict a single sample for the entire input matrix. The end result is a method by which novel audio can be generated. This method differs from other synthesis techniques in that the content of the generated audio is not easily foreseeable. The various approaches to sampling afford different levels of control over the output. The biggest drawback to creating audio using this method is that the process is often too slow to run in real time. Finally two applications are presented that allow the user to easily create and launch jobs. Four musical compositions are presented that use the sounds created using predictions from the models. The process for generating the source materials for each piece and the manipulations that were made to them after they were generated are also described.
21	W2883033711	2018	https://doi.org/10.1016/j.tins.2018.06.005	Bridging Neural and Computational Viewpoints on Perceptual Decision-Making	Trends in Neurosciences	article	Sequential sampling models have provided a dominant theoretical framework guiding computational and neurophysiological investigations of perceptual decision-making. While these models share the basic principle that decisions are formed by accumulating sensory evidence to a bound, they come in many forms that can make similar predictions of choice behaviour despite invoking fundamentally different mechanisms. The identification of neural signals that reflect some of the core computations underpinning decision formation offers new avenues for empirically testing and refining key model assumptions. Here, we highlight recent efforts to explore these avenues and, in so doing, consider the conceptual and methodological challenges that arise when seeking to infer decision computations from complex neural data.
22	W3138667573	2021	https://doi.org/10.1109/access.2021.3066213	Computational Modeling of Dementia Prediction Using Deep Neural Network: Analysis on OASIS Dataset	IEEE Access	article	Alzheimer is a progressive disease and it is the most prevalent neurodegenerative disorder. It is believed that the people with mild cognitive impairment are at high risk of developing this disease. According to the annual report released by the Alzheimer's Association®2020, Alzheimer is the sixth leading cause of death in the United States. Thus, there is a need of educating people about this disease, reducing the risks by militating the necessary precautions to disseminate its affect by diagnosing it at early stages. It is also important to propose some recent advancement in this research which can help in early prediction of the disease using machine learning techniques. This paper intends to develop the novel algorithm by proposing changes in the designing of capsule network for best prediction results and making the model computationally efficient. The research is conducted on the Open Access Series of Imaging Studies (OASIS) dataset with dimensions (373 X 15) to diagnose the labels into two groups, as demented and non-demented. The novelty lies in conducting the in-depth research in identifying the importance of features, correlation study between factors and density of data showing status of factors by studying hierarchical examination of all the data points available using exploratory data analysis. Several optimization functions are conducted on the variables and feature selection is done to make the model faster and more accurate. The claims have been validated by showing the correlation accuracy at several iterations and layers with an admissible accuracy of 92.39%. The model is compared with state-of-art deep learning classifiers taken as benchmarks using different performance metrics. The ablation study is conducted on the proposed model using OASIS dataset to justify the predictions of the model.
23	W3148711710	2021	https://doi.org/10.1109/access.2021.3071274	Graph Neural Network: A Comprehensive Review on Non-Euclidean Space	IEEE Access	article	This review provides a comprehensive overview of the state-of-the-art methods of graph-based networks from a deep learning perspective. Graph networks provide a generalized form to exploit non-euclidean space data. A graph can be visualized as an aggregation of nodes and edges without having any order. Data-driven architecture tends to follow a fixed neural network trying to find the pattern in feature space. These strategies have successfully been applied to many applications for euclidean space data. Since graph data in a non-euclidean space does not follow any kind of order, these solutions can be applied to exploit the node relationships. Graph Neural Networks (GNNs) solve this problem by exploiting the relationships among graph data. Recent developments in computational hardware and optimization allow graph networks possible to learn the complex graph relationships. Graph networks are therefore being actively used to solve many problems including protein interface, classification, and learning representations of fingerprints. To encapsulate the importance of graph models, in this paper, we formulate a systematic categorization of GNN models according to their applications from theory to real-life problems and provide a direction of the future scope for the applications of graph models as well as highlight the limitations of existing graph networks.
24	W3043133474	2020	https://doi.org/10.1038/s41467-020-17236-y	A solution to the learning dilemma for recurrent networks of spiking neurons	Nature Communications	article	Recurrently connected networks of spiking neurons underlie the astounding information processing capabilities of the brain. Yet in spite of extensive research, how they can learn through synaptic plasticity to carry out complex network computations remains unclear. We argue that two pieces of this puzzle were provided by experimental data from neuroscience. A mathematical result tells us how these pieces need to be combined to enable biologically plausible online network learning through gradient descent, in particular deep reinforcement learning. This learning method-called e-prop-approaches the performance of backpropagation through time (BPTT), the best-known method for training recurrent neural networks in machine learning. In addition, it suggests a method for powerful on-chip learning in energy-efficient spike-based hardware for artificial intelligence.
25	W3207160263	2021	https://doi.org/10.1109/taes.2021.3096873	Deep Learning Methods for Vessel Trajectory Prediction Based on Recurrent Neural Networks	Florence Research (University of Florence)	article	Data-driven methods open up unprecedented possibilities for maritime surveillance using automatic identification system (AIS) data. In this work, we explore deep learning strategies using historical AIS observations to address the problem of predicting future vessel trajectories with a prediction horizon of several hours. We propose novel sequence-to-sequence vessel trajectory prediction models based on encoder-decoder recurrent neural networks (RNNs) that are trained on historical trajectory data to predict future trajectory samples given previous observations. The proposed architecture combines long short-term memory RNNs for sequence modeling to encode the observed data and generate future predictions with different intermediate aggregation layers to capture space-time dependencies in sequential data. Experimental results on vessel trajectories from an AIS dataset made freely available by the Danish Maritime Authority (DMA) show the effectiveness of deep learning methods for trajectory prediction based on sequence-to-sequence neural networks, which achieve better performance than baseline approaches based on linear regression or on the multilayer perceptron architecture. The comparative evaluation of results shows: first, the superiority of attention pooling over static pooling for the specific application, and second, the remarkable performance improvement that can be obtained with labeled trajectories, i.e., when predictions are conditioned on a low-level context representation encoded from the sequence of past observations, as well as on additional inputs (e.g., port of departure or arrival) about the vessel's high-level intention, which may be available from AIS.
26	W2166399316	2004	https://doi.org/10.1016/j.bbamem.2003.10.023	Electrical synapses: a dynamic signaling system that shapes the activity of neuronal networks	Biochimica et Biophysica Acta (BBA) - Biomembranes	article	
27	W1973063495	2009	https://doi.org/10.1016/s1755-5345(13)70005-8	Route choice modeling: past, present and future research directions	Journal of Choice Modelling	article	
28	W3194259208	2021	https://doi.org/10.1145/3459637.3481916	ETA Prediction with Graph Neural Networks in Google Maps		conference-paper	Travel-time prediction constitutes a task of high importance in transportation networks, with web mapping services like Google Maps regularly serving vast quantities of travel time queries from users and enterprises alike. Further, such a task requires accounting for complex spatiotemporal interactions (modelling both the topological properties of the road network and anticipating events---such as rush hours---that may occur in the future). Hence, it is an ideal target for graph representation learning at scale. Here we present a graph neural network estimator for estimated time of arrival (ETA) which we have deployed in production at Google Maps. While our main architecture consists of standard GNN building blocks, we further detail the usage of training schedule methods such as MetaGradients in order to make our model robust and production-ready. We also provide prescriptive studies: ablating on various architectural decisions and training regimes, and qualitative analyses on real-world situations where our model provides a competitive edge. Our GNN proved powerful when deployed, significantly reducing negative ETA outcomes in several regions compared to the previous production baseline (40+% in cities like Sydney).
29	W2964101383	2018	https://doi.org/10.1109/comst.2018.2880039	An Overview on Application of Machine Learning Techniques in Optical Networks	IEEE Communications Surveys & Tutorials	article	Today's telecommunication networks have become sources of enormous amounts of widely heterogeneous data. This information can be retrieved from network traffic traces, network alarms, signal quality indicators, users' behavioral data, etc. Advanced mathematical tools are required to extract meaningful information from these data and take decisions pertaining to the proper functioning of the networks from the network-generated data. Among these mathematical tools, machine learning (ML) is regarded as one of the most promising methodological approaches to perform network-data analysis and enable automated network self-configuration and fault management. The adoption of ML techniques in the field of optical communication networks is motivated by the unprecedented growth of network complexity faced by optical networks in the last few years. Such complexity increase is due to the introduction of a huge number of adjustable and interdependent system parameters (e.g., routing configurations, modulation format, symbol rate, coding schemes, etc.) that are enabled by the usage of coherent transmission/reception technologies, advanced digital signal processing, and compensation of nonlinear effects in optical fiber propagation. In this paper we provide an overview of the application of ML to optical communications and networking. We classify and survey relevant literature dealing with the topic, and we also provide an introductory tutorial on ML for researchers and practitioners interested in this field. Although a good number of research papers have recently appeared, the application of ML to optical networks is still in its infancy: to stimulate further work in this area, we conclude this paper proposing new possible research directions.
30	W4398243663	2024	https://doi.org/10.1108/ajeb-01-2024-0007	Wholesale price forecasts of green grams using the neural network	Asian Journal of Economics and Banking	article	Purpose Agriculture commodity price forecasts have long been important for a variety of market players. The study we conducted aims to address this difficulty by examining the weekly wholesale price index of green grams in the Chinese market. The index covers a ten-year period, from January 1, 2010, to January 3, 2020, and has significant economic implications. Design/methodology/approach In order to address the nonlinear patterns present in the price time series, we investigate the nonlinear auto-regressive neural network as the forecast model. This modeling technique is able to combine a variety of basic nonlinear functions to approximate more complex nonlinear characteristics. Specifically, we examine prediction performance that corresponds to several configurations across data splitting ratios, hidden neuron and delay counts, and model estimation approaches. Findings Our model turns out to be rather simple and yields forecasts with good stability and accuracy. Relative root mean square errors throughout training, validation and testing are specifically 4.34, 4.71 and 3.98%, respectively. The results of benchmark research show that the neural network produces statistically considerably better performance when compared to other machine learning models and classic time-series econometric methods. Originality/value Utilizing our findings as independent technical price forecasts would be one use. Alternatively, policy research and fresh insights into price patterns might be achieved by combining them with other (basic) prediction outputs.
31	W4323314209	2023	https://doi.org/10.3390/ijgi12030100	Graph Neural Network for Traffic Forecasting: The Research Progress	ISPRS International Journal of Geo-Information	article	Traffic forecasting has been regarded as the basis for many intelligent transportation system (ITS) applications, including but not limited to trip planning, road traffic control, and vehicle routing. Various forecasting methods have been proposed in the literature, including statistical models, shallow machine learning models, and deep learning models. Recently, graph neural networks (GNNs) have emerged as state-of-the-art traffic forecasting solutions because they are well suited for traffic systems with graph structures. This survey aims to introduce the research progress on graph neural networks for traffic forecasting and the research trends observed from the most recent studies. Furthermore, this survey summarizes the latest open-source datasets and code resources for sharing with the research community. Finally, research challenges and opportunities are proposed to inspire follow-up research.
32	W4205175531	2021	https://doi.org/10.1109/tpami.2021.3136921	Hyperbolic Deep Neural Networks: A Survey	IEEE Transactions on Pattern Analysis and Machine Intelligence	article	Recently, hyperbolic deep neural networks (HDNNs) have been gaining momentum as the deep representations in the hyperbolic space provide high fidelity embeddings with few dimensions, especially for data possessing hierarchical structure. Such a hyperbolic neural architecture is quickly extended to different scientific fields, including natural language processing, single-cell RNA-sequence analysis, graph embedding, financial analysis, and computer vision. The promising results demonstrate its superior capability, significant compactness of the model, and a substantially better physical interpretability than its counterpart in the euclidean space. To stimulate future research, this paper presents a comprehensive review of the literature around the neural components in the construction of HDNN, as well as the generalization of the leading deep approaches to the hyperbolic space. It also presents current applications of various tasks, together with insightful observations and identifying open questions and promising future directions.
33	W2085312881	1998	https://doi.org/10.1016/s0079-6107(98)00026-1	Artificial neural networks for computer-based molecular design	Progress in Biophysics and Molecular Biology	article	
34	W2963028280	2018	https://doi.org/10.1186/s13321-018-0287-6	Multi-objective de novo drug design with conditional graph generative model	Journal of Cheminformatics	article	Recently, deep generative models have revealed itself as a promising way of performing de novo molecule design. However, previous research has focused mainly on generating SMILES strings instead of molecular graphs. Although available, current graph generative models are are often too general and computationally expensive. In this work, a new de novo molecular design framework is proposed based on a type of sequential graph generators that do not use atom level recurrent units. Compared with previous graph generative models, the proposed method is much more tuned for molecule generation and has been scaled up to cover significantly larger molecules in the ChEMBL database. It is shown that the graph-based model outperforms SMILES based models in a variety of metrics, especially in the rate of valid outputs. For the application of drug design tasks, conditional graph generative model is employed. This method offers highe flexibility and is suitable for generation based on multiple objectives. The results have demonstrated that this approach can be effectively applied to solve several drug design problems, including the generation of compounds containing a given scaffold, compounds with specific drug-likeness and synthetic accessibility requirements, as well as dual inhibitors against JNK3 and GSK-3β.
