rank	openalex_id	year	doi	title	venue	type
34	W4306179292	2022	https://doi.org/10.1145/3564785	Survey of Approaches and Techniques for Security Verification of Computer Systems	ACM Journal on Emerging Technologies in Computing Systems	article
35	W2617295311	2016	https://doi.org/10.1007/978-94-017-7358-4_30-1	Daedalus: System-Level Design Methodology for Streaming Multiprocessor Embedded Systems on Chips		book-chapter
36	W1555297128	1998		An evolutionary approach to the use of Petri net based models: from parallel controllers to HW/SW co-design	RepositóriUM (Universidade do Minho)	conference-paper
37	W2038833945	2005	https://doi.org/10.1007/s00165-005-0075-8	Provably-correct hardware compilation tools based on pass separation techniques	Formal Aspects of Computing	article
38	W4320855230	2022	https://doi.org/10.48550/arxiv.2206.00251	The Reactive Synthesis Competition (SYNTCOMP): 2018-2021	arXiv (Cornell University)	preprint
39	W2740448213	2018	https://doi.org/10.29007/s3mq	Modeling the Wind Turbine Benchmark with PWA Hybrid Automata	EPiC series in computing	conference-paper
40	W2790841501	2018	https://doi.org/10.1109/tcad.2018.2808231	Verification and Synthesis of Clock-Gated Circuits	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	article
41	W4256211578	1985	https://doi.org/10.1145/18927.18921	Microcode development for microprogrammed processors		conference-paper
42	W2127434751	2007	https://doi.org/10.2478/v10006-007-0011-6	FSM Encoding for BDD Representations	International Journal of Applied Mathematics and Computer Science	article
43	W3035235937	2020	https://doi.org/10.1155/2020/2808710	Dynamic Reliability Management for FPGA-Based Systems	International Journal of Reconfigurable Computing	article
44	W9544839	2003	https://doi.org/10.1007/s004390050692	"Biology Goes Digital: An array of 5,700 Spartan FPGAs brings the BioWall to ""life"""	Human Genetics	article
45	W2979772872	2019	https://doi.org/10.1145/3359986.3361199	Further sub-cycle and multi-cycle schedulling support for Bluespec Verilog		conference-paper
46	W1561753393	2009	https://doi.org/10.5772/7022	Integration Verification in System on Chips Using Formal Techniques	InTech eBooks	book-chapter
47	W4414387367	2025	https://doi.org/10.1145/3769081	Graph Neural Networks for Integrated Circuit Design, Reliability, and Security: Survey and Tool	ACM Computing Surveys	article
48	W1518680591	2000		A custom computing framework for orientation and photogrammetry	DSpace@MIT (Massachusetts Institute of Technology)	dissertation
49	W3166016025	2021	https://doi.org/10.1007/s13389-021-00265-8	Six shades lighter: a bit-serial implementation of the AES family	Journal of Cryptographic Engineering	article
50	W2752872576	2017	https://doi.org/10.1007/978-3-319-67104-8_6	Improving the Efficiency of Formal Verification: The Case of Clock-Domain Crossings	IFIP advances in information and communication technology	conference-paper
