rank	source_id	year	doi	title	venue	type
68	10.3402/tellusa.v34i4.10820	1982	10.3402/tellusa.v34i4.10820	"Initialization of the shallow water equations with open boundaries by the
                        bounded derivative method"	Tellus A: Dynamic Meteorology and Oceanography	journal-article
69	10.2139/ssrn.6120326	2026	10.2139/ssrn.6120326	Bounded Rationality, Societal Progress, Inclusive Institutions: Sustainability and Satisficing Choice		posted-content
70	10.7176/jesd/13-7-07	2022	10.7176/jesd/13-7-07	Government Domestic Borrowing and Private Credit in Nigeria: Testing the Lazy Bank Hypothesis	Journal of Economics and Sustainable Development	journal-article
71	10.70675/02a59bcfz95b8z490cz85dbz51284b7c84f8	None	10.70675/02a59bcfz95b8z490cz85dbz51284b7c84f8	Nonlocality and self-testing graph states with bounded communication		dissertation
72	10.1109/sew.2006.26	2006	10.1109/sew.2006.26	Pseudo-Exhaustive Testing for Software	2006 30th Annual IEEE/NASA Software Engineering Workshop	proceedings-article
73	10.1109/test.1990.114082	None	10.1109/test.1990.114082	Generating pseudo-exhaustive vectors for external testing	Proceedings. International Test Conference 1990	proceedings-article
74	10.1177/003754978905200404	1989	10.1177/003754978905200404	Testing for initialization bias in simulation output	SIMULATION	journal-article
75	10.3390/sym12122021	2020	10.3390/sym12122021	A Bounded Exhaustive Search Technique for Optimal Phasor Measurement Unit Placement in Power Grids	Symmetry	journal-article
76	10.1145/3133918	2017	10.1145/3133918	Bounded exhaustive test-input generation on GPUs	Proceedings of the ACM on Programming Languages	journal-article
77	10.1109/infocom48880.2022.9796885	2022	10.1109/infocom48880.2022.9796885	Lazy Self-Adjusting Bounded-Degree Networks for the Matching Model	IEEE INFOCOM 2022 - IEEE Conference on Computer Communications	proceedings-article
78	10.70675/60f98143z20c9z4a62z8ecdz65c032cc4932	None	10.70675/60f98143z20c9z4a62z8ecdz65c032cc4932	Empirical contributions to the choice of complementary health insurance under bounded rationality		dissertation
79	10.1108/978-1-78441-072-820151018	2015	10.1108/978-1-78441-072-820151018	About the Authors	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
80	10.1007/978-3-642-41707-8_4	2013	10.1007/978-3-642-41707-8_4	Exhaustive Model-Based Equivalence Class Testing	Lecture Notes in Computer Science	book-chapter
81	10.1007/bf00137393	1990	10.1007/bf00137393	Multiple-output parity bit signature for exhaustive testing	Journal of Electronic Testing	journal-article
82	10.1108/9781784410711	2015	10.1108/9781784410711	Bounded Rational Choice Behaviour: Applications in Transport		edited-book
83	10.5860/choice.34-4807a	1997	10.5860/choice.34-4807a	Edgar Rice Burroughs: the exhaustive scholar's and collector's descriptive bibliography of American periodical, hardcover, paperback, and reprint editions	Choice Reviews Online	journal-article
84	10.1109/test.1993.470594	None	10.1109/test.1993.470594	Novel test pattern generators for pseudo-exhaustive testing	Proceedings of IEEE International Test Conference - (ITC)	proceedings-article
85	10.1007/978-3-319-91204-2_8	2019	10.1007/978-3-319-91204-2_8	Pseudo-Exhaustive Testing Based on March Tests	Multi-run Memory Tests for Pattern Sensitive Faults	book-chapter
86	10.1109/glsv.1999.757388	None	10.1109/glsv.1999.757388	Pseudo-exhaustive testing of sequential circuits	Proceedings Ninth Great Lakes Symposium on VLSI	proceedings-article
87	10.5860/choice.34-1939	1996	10.5860/choice.34-1939	Hollywood war films, 1937-1945: an exhaustive filmography of American feature-length motion pictures relating to World War II	Choice Reviews Online	journal-article
88	10.1109/aqtr.2018.8402708	2018	10.1109/aqtr.2018.8402708	Combined pseudo-exhaustive and deterministic testing of array multipliers	2018 IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR)	proceedings-article
89	10.5860/choice.51-0217	2013	10.5860/choice.51-0217	Bounded thinking: intellectual virtues for limited agents	Choice Reviews Online	journal-article
90	10.1109/icse43902.2021.00105	2021	10.1109/icse43902.2021.00105	Bounded Exhaustive Search of Alloy Specification Repairs	2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)	proceedings-article
91	10.1175/1520-0493(2000)128<1037:qmbdia>2.0.co;2	2000	10.1175/1520-0493(2000)128<1037:qmbdia>2.0.co;2	QNH: Mesoscale Bounded Derivative Initialization and Winter Storm Test over Complex Terrain	Monthly Weather Review	journal-article
92	10.1109/test.1988.207895	None	10.1109/test.1988.207895	Partial hardware partitioning: a new pseudo-exhaustive test implementation	International Test Conference 1988 Proceeding@m_New Frontiers in Testing	proceedings-article
93	10.1175/1520-0469(1980)037<1424:iotpeb>2.0.co;2	1980	10.1175/1520-0469(1980)037<1424:iotpeb>2.0.co;2	Initialization of the Primitive Equations by the Bounded Derivative Method	Journal of the Atmospheric Sciences	journal-article
94	10.1016/j.jocm.2017.11.002	2018	10.1016/j.jocm.2017.11.002	The Stochastic Satisficing model: A bounded rationality discrete choice model	Journal of Choice Modelling	journal-article
95	10.1109/acssc.2013.6810306	2013	10.1109/acssc.2013.6810306	Exhaustive testing of Fused Multiply-Add RTL	2013 Asilomar Conference on Signals, Systems and Computers	proceedings-article
96	10.1023/a:1008333803059	1998	10.1023/a:1008333803059	Initialization of Sequential Circuits and its Application to ATPG	Journal of Electronic Testing	journal-article
97	10.24963/ijcai.2024/826	2024	10.24963/ijcai.2024/826	Lazy Testing of Machine-Learning Models	Proceedings of the Thirty-ThirdInternational Joint Conference on Artificial Intelligence	proceedings-article
98	10.1002/stvr.1657	2018	10.1002/stvr.1657	Improving lazy abstraction for SCR specifications through constraint relaxation	Software Testing, Verification and Reliability	journal-article
99	10.2139/ssrn.5244441	2025	10.2139/ssrn.5244441	Property Testing in Bounded Degree Hypergraphs		posted-content
100	10.1093/gmo/9781561592630.article.j261800	2003	10.1093/gmo/9781561592630.article.j261800	Lazy Ade	Oxford Music Online	reference-entry
