date	kind	id	source	query_or_seed	direction	hits	screened	included_keys	excluded_keys	notes
2026-08-04	snowball	closure-seeds-1	OpenAlex API	DOI:10.1145/3498709;W4205913186	backward	41	39	doi:10.1145/2666356.2594340,doi:10.1145/2786805.2786830,doi:10.1016/j.jsc.2016.07.012,doi:10.1145/3385412.3386014	-	seed-key:doi:10.1145/3498709; two identifiers unresolved; snapshot screening/baseline-2026-08-04/seed-1-porncharoenwase2022-backward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	W4205913186	forward	12	12	doi:10.1145/3571209,doi:10.1016/j.tcs.2025.115263	-	seed-key:doi:10.1145/3498709; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-1-porncharoenwase2022-forward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	DOI:10.1016/j.tcs.2025.115263;W4409538590	backward	39	24	doi:10.1145/3498709,doi:10.1016/j.jsc.2016.07.012	-	seed-key:doi:10.1016/j.tcs.2025.115263; fifteen identifiers unresolved; row cannot establish closure; snapshot screening/baseline-2026-08-04/seed-1-voogd2025-backward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	W4409538590	forward	0	0	-	-	seed-key:doi:10.1016/j.tcs.2025.115263; recent paper; zero indexed citations is weak evidence, not saturation; snapshot screening/baseline-2026-08-04/seed-1-voogd2025-forward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	DOI:10.1145/3276487;W2891174825	backward	64	63	doi:10.1145/1806799.1806864,doi:10.1145/2063239.2063245,doi:10.1145/2786805.2786830,arxiv:1807.03837	-	seed-key:doi:10.1145/3276487; one identifier unresolved; snapshot screening/baseline-2026-08-04/seed-1-wong2018-backward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	W2891174825	forward	27	27	-	-	seed-key:doi:10.1145/3276487; no closer pure-graph observation enumerator; snapshot screening/baseline-2026-08-04/seed-1-wong2018-forward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	DOI:10.1145/3408984;W3047503662	backward	13	13	doi:10.1145/158511.158707	-	seed-key:doi:10.1145/3408984; snapshot screening/baseline-2026-08-04/seed-1-palmer2020-backward.tsv
2026-08-04	snowball	closure-seeds-1	OpenAlex API	W3047503662	forward	5	5	doi:10.1145/3649852	-	seed-key:doi:10.1145/3408984; contextual terminology neighbor; snapshot screening/baseline-2026-08-04/seed-1-palmer2020-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1145/2786805.2786830	backward	64	64	doi:10.1007/978-3-642-02658-4_41,doi:10.1145/2568225.2568293,doi:10.1145/2254064.2254088,doi:10.1109/tc.1986.1676819,doi:10.1145/360248.360252,doi:10.1145/1190215.1190226,doi:10.1007/978-3-540-78800-3_28	-	seed-key:doi:10.1145/2786805.2786830; complete index export; snapshot screening/baseline-2026-08-04/seed-2-sen2015multise-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1145/2786805.2786830	forward	107	107	doi:10.1145/3180155.3180251,doi:10.1109/tse.2016.2584063,doi:10.1145/3276519,doi:10.1145/3571209,doi:10.1145/3276487,doi:10.1007/978-3-319-47846-3_5,doi:10.1145/3498709,doi:10.1145/3158150	-	seed-key:doi:10.1145/2786805.2786830; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-sen2015multise-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1007/978-3-540-78800-3_28	backward	32	32	doi:10.1145/360248.360252,doi:10.1145/1190215.1190226	-	seed-key:doi:10.1007/978-3-540-78800-3_28; complete index export; snapshot screening/baseline-2026-08-04/seed-2-anand2008demand-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1007/978-3-540-78800-3_28	forward	220	220	doi:10.1145/2568225.2568293,doi:10.1145/2254064.2254088,doi:10.1145/2786805.2786830,doi:10.1145/3180155.3180251,doi:10.1145/1831708.1831733,doi:10.1109/tse.2016.2584063,doi:10.1007/978-3-642-02658-4_41,doi:10.1007/978-3-319-02444-8_15,doi:10.1109/icse.2015.79,doi:10.1007/978-3-319-47846-3_5,doi:10.1007/978-3-642-19811-3_18,doi:10.1109/iwast.2012.6228982	-	seed-key:doi:10.1007/978-3-540-78800-3_28; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-anand2008demand-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.4230/LIPIcs.ECOOP.2024.25	backward	0	0	-	-	seed-key:doi:10.4230/lipics.ecoop.2024.25; index exposes no references despite a real bibliography; snapshot screening/baseline-2026-08-04/seed-2-loow2024compositional-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.4230/LIPIcs.ECOOP.2024.25	forward	6	6	-	-	seed-key:doi:10.4230/lipics.ecoop.2024.25; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-loow2024compositional-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1145/3571209	backward	58	55	doi:10.1007/978-3-642-04694-0_6,doi:10.1145/2568225.2568293,doi:10.1145/2254064.2254088,doi:10.1145/360248.360252,doi:10.1145/2786805.2786830,doi:10.1145/800027.808445,doi:10.1145/3276519,doi:10.1145/3498709	-	seed-key:doi:10.1145/3571209; three identifiers unresolved and index omits further primary citations; snapshot screening/baseline-2026-08-04/seed-2-lu2023grisette-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1145/3571209	forward	9	9	-	-	seed-key:doi:10.1145/3571209; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-lu2023grisette-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1017/S1471068411000263	backward	12	11	-	-	seed-key:doi:10.1017/s1471068411000263; one identifier unresolved and index omits primary citations; snapshot screening/baseline-2026-08-04/seed-2-antoy2011pull-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1017/S1471068411000263	forward	10	10	-	-	seed-key:doi:10.1017/s1471068411000263; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-antoy2011pull-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.34727/2023/isbn.978-3-85448-060-0_19	backward	0	0	-	-	seed-key:doi:10.34727/2023/isbn.978-3-85448-060-0_19; index exposes no references despite a real bibliography; snapshot screening/baseline-2026-08-04/seed-2-ryan2023sylvia-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.34727/2023/isbn.978-3-85448-060-0_19	forward	10	10	doi:10.1145/3676642.3736123,doi:10.1109/fdl68117.2025.11165271,doi:10.1109/cscwd68734.2026.11582111	-	seed-key:doi:10.34727/2023/isbn.978-3-85448-060-0_19; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-ryan2023sylvia-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1145/378239.378278	backward	10	10	doi:10.1007/bf01383966,doi:10.1109/tc.1986.1676819	-	seed-key:doi:10.1145/378239.378278; complete index export; snapshot screening/baseline-2026-08-04/seed-2-kolbl2001rtl-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1145/378239.378278	forward	52	52	doi:10.1109/test.2017.8242038	-	seed-key:doi:10.1145/378239.378278; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-kolbl2001rtl-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1109/ICCAD.1996.569909	backward	26	25	doi:10.1109/tc.1986.1676819	-	seed-key:doi:10.1109/iccad.1996.569909; one identifier unresolved and primary list is longer; snapshot screening/baseline-2026-08-04/seed-2-narayan1996partitioned-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1109/ICCAD.1996.569909	forward	63	63	doi:10.1109/tc.2006.153,doi:10.1109/date.2004.1268860,doi:10.1109/12.966501,doi:10.1007/bfb0029959,doi:10.1109/date.2004.1268825	-	seed-key:doi:10.1109/iccad.1996.569909; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-narayan1996partitioned-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API surrogate record	DOI:10.1145/347476.347484;W1604972677	backward	36	32	-	-	seed-key:doi:10.1145/347476.347484; discovery-only wrong-version record with four unresolved identifiers; snapshot screening/baseline-2026-08-04/seed-2-antoy2000needed-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API surrogate record	W1604972677	forward	5	5	-	-	seed-key:doi:10.1145/347476.347484; discovery-only wrong-version neighborhood and not forward closure for the JACM paper; snapshot screening/baseline-2026-08-04/seed-2-antoy2000needed-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1609/aaai.v38i8.28652	backward	46	31	doi:10.1007/978-3-540-24605-3_21,doi:10.1007/978-3-540-31980-1_19,doi:10.1007/978-3-540-30494-4_20,doi:10.1109/fmcad.2013.6679390,doi:10.1109/vlsid.2014.22,doi:10.1007/978-3-030-51825-7_5,doi:10.1145/3324884.3416569,doi:10.4230/lipics.sat.2024.13	-	seed-key:doi:10.1609/aaai.v38i8.28652; index omits fifteen primary citations; snapshot screening/baseline-2026-08-04/seed-2-spallitta2024disjoint-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1609/aaai.v38i8.28652	forward	4	4	doi:10.1016/j.artint.2025.104346,doi:10.1613/jair.1.16870,doi:10.3233/faia241007	-	seed-key:doi:10.1609/aaai.v38i8.28652; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-spallitta2024disjoint-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1109/ARES.2015.14	backward	50	41	doi:10.1145/360248.360252,doi:10.1007/11817963_39	-	seed-key:doi:10.1109/ares.2015.14; nine identifiers unresolved and primary list differs; snapshot screening/baseline-2026-08-04/seed-2-phan2015allsmtr-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1109/ARES.2015.14	forward	22	22	doi:10.1016/j.artint.2025.104346,doi:10.1613/jair.1.16870,doi:10.1007/978-3-031-99984-0_37	-	seed-key:doi:10.1109/ares.2015.14; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-phan2015allsmtr-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1016/j.artint.2025.104346	backward	66	38	doi:10.1007/978-3-540-31980-1_19,doi:10.1007/978-3-540-30494-4_20,doi:10.1109/ares.2015.14,doi:10.1145/2975585,doi:10.1007/11817963_39,doi:10.1109/vlsid.2014.22,doi:10.1109/ictai.2018.00111,doi:10.1007/978-3-030-51825-7_5,doi:10.1145/3324884.3416569,doi:10.1016/j.dam.2024.10.021,doi:10.1007/978-3-031-43369-6_11,doi:10.1609/aaai.v38i8.28652,doi:10.24963/kr.2024/48,doi:10.3233/faia241007	-	seed-key:doi:10.1016/j.artint.2025.104346; index omits twenty-eight primary citations; snapshot screening/baseline-2026-08-04/seed-2-spallitta2025projected-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1016/j.artint.2025.104346	forward	6	6	doi:10.1007/978-3-031-99984-0_37,doi:10.1007/978-3-032-32589-1_18	-	seed-key:doi:10.1016/j.artint.2025.104346; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-spallitta2025projected-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.3233/FAIA241007	backward	35	34	doi:10.1109/tc.1986.1676819,doi:10.1007/11817963_39,doi:10.1609/aaai.v38i8.28652	-	seed-key:doi:10.3233/faia241007; one identifier unresolved; snapshot screening/baseline-2026-08-04/seed-2-michelutti2024canonical-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.3233/FAIA241007	forward	3	3	doi:10.1016/j.artint.2025.104346,doi:10.1007/978-3-031-99984-0_37,doi:10.1007/978-3-032-32589-1_18	-	seed-key:doi:10.3233/faia241007; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-michelutti2024canonical-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.24963/kr.2024/48	backward	0	0	-	-	seed-key:doi:10.24963/kr.2024/48; index exposes no references despite a real bibliography; snapshot screening/baseline-2026-08-04/seed-2-lagniez2024decisiondnnf-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.24963/kr.2024/48	forward	4	4	doi:10.1016/j.artint.2025.104346,doi:10.1007/978-3-031-99984-0_37,doi:10.1007/978-3-032-04590-4_9	-	seed-key:doi:10.24963/kr.2024/48; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-lagniez2024decisiondnnf-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1016/j.dam.2024.10.021	backward	89	45	doi:10.1007/s00224-013-9447-2,doi:10.1613/jair.989,doi:10.1007/11817963_39,doi:10.1109/ictai.2018.00111	-	seed-key:doi:10.1016/j.dam.2024.10.021; index neighborhood contains duplicates and omits primary citations; snapshot screening/baseline-2026-08-04/seed-2-moehle2025short-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.1016/j.dam.2024.10.021	forward	3	3	doi:10.1016/j.artint.2025.104346,doi:10.1613/jair.1.16870,doi:10.1007/978-3-031-99984-0_37	-	seed-key:doi:10.1016/j.dam.2024.10.021; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-moehle2025short-forward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.24963/ijcai.2022/358	backward	26	23	doi:10.1109/tc.1986.1676819	-	seed-key:doi:10.24963/ijcai.2022/358; three identifiers unresolved and primary list is longer; snapshot screening/baseline-2026-08-04/seed-2-decolnet2022prime-backward.tsv
2026-08-04	snowball	closure-seeds-2	OpenAlex API	DOI:10.24963/ijcai.2022/358	forward	5	5	-	-	seed-key:doi:10.24963/ijcai.2022/358; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-2-decolnet2022prime-forward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1109/IWAST.2012.6228982	backward	20	19	doi:10.1145/1831708.1831733,doi:10.1145/360248.360252,doi:10.1007/978-3-540-78800-3_28	doi:10.1145/24039.24041	seed-key:doi:10.1109/iwast.2012.6228982; one identifier unresolved; snapshot screening/baseline-2026-08-04/seed-3-denaro2012allvalues-backward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1109/IWAST.2012.6228982	forward	0	0	-	-	seed-key:doi:10.1109/iwast.2012.6228982; zero indexed citations is known incomplete and not saturation; snapshot screening/baseline-2026-08-04/seed-3-denaro2012allvalues-forward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1145/1831708.1831733	backward	43	43	doi:10.1145/360248.360252,doi:10.1007/978-3-540-78800-3_28	doi:10.1145/24039.24041	seed-key:doi:10.1145/1831708.1831733; complete index export; snapshot screening/baseline-2026-08-04/seed-3-santelices2010dependencies-backward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1145/1831708.1831733	forward	62	62	doi:10.1109/tse.2016.2584063,doi:10.1007/978-3-319-02444-8_15,doi:10.1145/2522920.2522925,doi:10.1145/2652484,doi:10.1109/iwast.2012.6228982	-	seed-key:doi:10.1145/1831708.1831733; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-3-santelices2010dependencies-forward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1145/2522920.2522925	backward	27	27	doi:10.1145/1831708.1831733,doi:10.1145/1190215.1190226	-	seed-key:doi:10.1145/2522920.2522925; complete index export; snapshot screening/baseline-2026-08-04/seed-3-qi2013output-backward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1145/2522920.2522925	forward	22	22	doi:10.1109/tse.2016.2584063	-	seed-key:doi:10.1145/2522920.2522925; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-3-qi2013output-forward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1109/TSE.2016.2584063	backward	73	70	doi:10.1145/1831708.1831733,doi:10.1145/2522920.2522925,doi:10.1145/360248.360252,doi:10.1145/1190215.1190226,doi:10.1145/2786805.2786830,doi:10.1007/978-3-540-78800-3_28	-	seed-key:doi:10.1109/tse.2016.2584063; index contains alternates and three unresolved identifiers; snapshot screening/baseline-2026-08-04/seed-3-wang2017dependence-backward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1109/TSE.2016.2584063	forward	46	46	-	-	seed-key:doi:10.1109/tse.2016.2584063; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-3-wang2017dependence-forward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1613/jair.1.16870	backward	61	59	doi:10.1007/978-3-540-24605-3_21,doi:10.1007/978-3-540-31980-1_19,doi:10.1007/978-3-540-72200-7_13,doi:10.1007/978-3-540-30494-4_20,doi:10.1109/ares.2015.14,doi:10.1016/s0004-3702(99)00035-1,doi:10.1007/s00224-013-9447-2,doi:10.1007/11817963_39,doi:10.1109/vlsid.2014.22,doi:10.2197/ipsjjip.25.459,doi:10.1109/ddecs.2018.00028,doi:10.4230/lipics.sat.2023.9,doi:10.1109/ictai.2018.00111,doi:10.1007/978-3-030-51825-7_5,doi:10.1145/3324884.3416569,doi:10.1016/j.dam.2024.10.021,doi:10.1109/iccad51958.2021.9643520,doi:10.1109/date.2004.1268860,doi:10.4230/lipics.sat.2024.13,doi:10.1609/aaai.v38i8.28652	doi:10.4230/lipics.sat.2023.15	seed-key:doi:10.1613/jair.1.16870; two identifiers unresolved and primary list is longer; snapshot screening/baseline-2026-08-04/seed-3-masina2025cnf-backward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1613/jair.1.16870	forward	4	4	doi:10.1007/978-3-032-32589-1_18	-	seed-key:doi:10.1613/jair.1.16870; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-3-masina2025cnf-forward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1007/978-3-031-99984-0_37	backward	33	33	doi:10.1007/978-3-642-01929-6_7,doi:10.1109/ares.2015.14,doi:10.1109/tc.1986.1676819,doi:10.1613/jair.989,doi:10.1007/11817963_39,doi:10.1109/ictai.2018.00111,doi:10.1007/978-3-030-51825-7_5,doi:10.1016/j.dam.2024.10.021,doi:10.24963/kr.2024/48,doi:10.3233/faia241007,doi:10.1016/j.artint.2025.104346	-	seed-key:doi:10.1007/978-3-031-99984-0_37; complete index export; snapshot screening/baseline-2026-08-04/seed-3-sebastiani2025entailment-backward.tsv
2026-08-04	snowball	closure-seeds-3	OpenAlex API	DOI:10.1007/978-3-031-99984-0_37	forward	0	0	-	-	seed-key:doi:10.1007/978-3-031-99984-0_37; recent paper with zero indexed citations, not saturation; snapshot screening/baseline-2026-08-04/seed-3-sebastiani2025entailment-forward.tsv
2026-08-04	snowball	closure-seeds-4	OpenAlex API	DOI:10.1007/978-3-642-01929-6_7	backward	18	18	doi:10.1007/978-3-540-72200-7_13	-	seed-key:doi:10.1007/978-3-642-01929-6_7; complete index export; snapshot screening/baseline-2026-08-04/seed-4-gebser2009projected-backward.tsv
2026-08-04	snowball	closure-seeds-4	OpenAlex API	DOI:10.1007/978-3-642-01929-6_7	forward	79	79	doi:10.1145/2975585,doi:10.1109/ictai.2018.00111,doi:10.1145/3324884.3416569,doi:10.1007/978-3-031-99984-0_37	-	seed-key:doi:10.1007/978-3-642-01929-6_7; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-4-gebser2009projected-forward.tsv
2026-08-04	snowball	closure-seeds-4	OpenAlex API	DOI:10.1007/978-3-030-51825-7_5	backward	35	34	doi:10.1007/978-3-540-30494-4_20,doi:10.1007/s00224-013-9447-2,doi:10.1145/2975585,doi:10.1007/11817963_39,doi:10.1109/ddecs.2018.00028,doi:10.1109/ictai.2018.00111	arxiv:2003.04225	seed-key:doi:10.1007/978-3-030-51825-7_5; one stale OpenAlex identifier is absent from the 34-item primary bibliography; snapshot screening/baseline-2026-08-04/seed-4-moehle2020flavors-backward.tsv
2026-08-04	snowball	closure-seeds-4	OpenAlex API	DOI:10.1007/978-3-030-51825-7_5	forward	6	6	doi:10.1016/j.artint.2025.104346,doi:10.1609/aaai.v38i8.28652,doi:10.1613/jair.1.16870,doi:10.1007/978-3-031-43369-6_11,doi:10.1007/978-3-031-99984-0_37	-	seed-key:doi:10.1007/978-3-030-51825-7_5; all returned titles screened; snapshot screening/baseline-2026-08-04/seed-4-moehle2020flavors-forward.tsv
2026-08-04	snowball	closure-seeds-5	OpenAlex API	DOI:10.4230/LIPIcs.SAT.2024.13	backward	0	0	-	-	seed-key:doi:10.4230/lipics.sat.2024.13; index exposes no references despite a 52-item bibliography; snapshot screening/baseline-2026-08-04/seed-5-fried2024entailing-backward.tsv
2026-08-04	snowball	closure-seeds-5	OpenAlex API	DOI:10.4230/LIPIcs.SAT.2024.13	forward	3	3	doi:10.1609/aaai.v38i8.28652,doi:10.1613/jair.1.16870	-	seed-key:doi:10.4230/lipics.sat.2024.13; third result is an obvious unrelated false citation; snapshot screening/baseline-2026-08-04/seed-5-fried2024entailing-forward.tsv
2026-08-04	snowball	closure-primary-1	Primary paper bibliography	DOI:10.1145/347476.347484	backward	73	73	doi:10.1007/bfb0027000,doi:10.1016/s0020-0190(98)00016-7	doi:10.1145/174675.177907	seed-key:doi:10.1145/347476.347484; primary-complete; exact primary bibliography title-screened; snapshot screening/baseline-2026-08-04/primary-antoy2000needed-backward.tsv
